,0,1,2,3,4
98,경기,안산시상록구,0.5380343620788437,0.6129040535252648,0.4044865256689054
99,경기,안산시단원구,0.5788437617896778,0.5826966263132082,0.437520972612994
100,경기,고양시덕양구,0.5735653052771967,0.6165220945547027,0.4011126754166856
101,경기,고양시일산동구,0.5506384161718859,0.6160709133921874,0.3988517685072991
102,경기,고양시일산서구,0.5796506381586984,0.606008076028878,0.40921945316854974
103,경기,과천시,0.4893625659764515,0.5915539699659835,0.4225918858375508
104,경기,구리시,0.5736886319710027,0.6285290051712662,0.38716911576468177
105,경기,남양주시,0.5604983406392532,0.5544385480520796,0.4660538781093267
106,경기,오산시,0.580981022898148,0.5724972425165722,0.44509604778909895
107,경기,시흥시,0.5832138588546534,0.5996024934501761,0.4178003052622069
108,경기,군포시,0.582839660804658,0.6314841838549721,0.3865862246712986
109,경기,의왕시,0.5372326527565228,0.6355450566247481,0.38014312513027165
110,경기,하남시,0.5643885101107926,0.5764759379852943,0.4397656001990511
111,경기,용인시처인구,0.5508893186946546,0.6284969322513747,0.3909938128716364
112,경기,용인시기흥구,0.5395485758535388,0.5907341944635248,0.4255781355581989
113,경기,용인시수지구,0.5347387100507465,0.5938600575824551,0.42025354643651175
114,경기,파주시,0.5856732756961242,0.6026941800756428,0.4180551983004182
115,경기,이천시,0.534729503783263,0.6610949175896974,0.35612910064126346
116,경기,안성시,0.5557735629678076,0.6237905334728033,0.3929458682008368
117,경기,김포시,0.583535396052811,0.5872964268660659,0.42854748092533707
118,경기,화성시,0.5532545256885465,0.6062711460886652,0.40893894837085
119,경기,광주시,0.5655975045572103,0.5811347757034899,0.43222237089352095
120,경기,양주시,0.5804324399671891,0.5994328678046257,0.42129424370058377
121,경기,포천시,0.5393549184209985,0.6157908802830345,0.40207694363490587
122,경기,여주군,0.5168955480091055,0.6256836025629455,0.3896038263694612
123,경기,연천군,0.5107482047718322,0.6641117510998231,0.3492221869472538
124,경기,가평군,0.5282869409546743,0.6708750674743598,0.34528879025970133
125,경기,양평군,0.4826463018438041,0.6264948597804042,0.3888034128260717
127,강원,춘천시,0.5457757426722066,0.7506418176571991,0.2643696869705467
128,강원,원주시,0.5621152408778963,0.6563314052933461,0.35961874369156194
129,강원,강릉시,0.6051802472456222,0.6491306038553414,0.37462204480703454
130,강원,동해시,0.5525315189113468,0.6726250079894326,0.3463152736646995
131,강원,태백시,0.5404582562807271,0.7220112664302107,0.2894220738577092
132,강원,속초시,0.5283136526469417,0.6934126924332605,0.3276576508701876
133,강원,삼척시,0.5714475608135052,0.6402522550463933,0.3825178982192241
134,강원,홍천군,0.537345971563981,0.7341430839402263,0.28369830909961447
135,강원,횡성군,0.5070688772496357,0.6839468779123952,0.32995495495495497
136,강원,영월군,0.521076003812978,0.7329555595216848,0.2802962698554346
137,강원,평창군,0.502115113446994,0.710577823163986,0.30456982384477915
138,강원,정선군,0.505666178986783,0.7244507650058847,0.28790702236171045
139,강원,철원군,0.5435628251394291,0.6409725814795655,0.36920158648042767
140,강원,화천군,0.5241603760791936,0.7441359089341152,0.27043808209727493
141,강원,양구군,0.5230154767848227,0.75,0.2635547919053074
142,강원,인제군,0.5172117630891852,0.7355031550979741,0.27718365991364996
143,강원,고성군,0.5224951320329314,0.7452762340634194,0.27446878064727037
144,강원,양양군,0.5608112660871909,0.7272618046377508,0.29286315030637994
146,충북,청주시상당구,0.5614990845088583,0.6424741368422261,0.3668836760704075
147,충북,청주시서원구,0.5751434182931836,0.6573867747069888,0.3532436212800849
148,충북,청주시흥덕구,0.5727321445970963,0.6481936729642137,0.36296668056039944
149,충북,청주시청원구,0.5594773205166717,0.6241494018091626,0.3884213597899037
150,충북,충주시,0.5447996125438915,0.644108604659777,0.3719765159091751
151,충북,제천시,0.6232737202587461,0.7239699298522828,0.2961765902942374
152,충북,보은군,0.5233135916482634,0.7017695295640914,0.30930801323550566
153,충북,옥천군,0.5306620147035264,0.6603602696991043,0.3535607661601422
154,충북,영동군,0.5377315778989116,0.6772303236453036,0.3371838480449938
155,충북,증평군,0.5496156754032258,0.6540952599300739,0.3569668137788732
156,충북,진천군,0.5715582746675606,0.7182726850607297,0.2951440651042303
157,충북,괴산군,0.5280638460697497,0.5701627261811105,0.44114115357542133
158,충북,음성군,0.5554744448323653,0.7412197165930214,0.26996038397074507
159,충북,단양군,0.5364897290337683,0.7074833642413003,0.3072979164394022
161,충남,천안시동남구,0.5440776022517856,0.5943261096693742,0.4213120555424489
162,충남,천안시서북구,0.5416129629562395,0.581101644355363,0.43480563357622154
163,충남,공주시,0.5113978139671361,0.6472539491850603,0.3634146778791845
164,충남,보령시,0.5594646012998677,0.6793999861907063,0.33238969826693365
165,충남,아산시,0.537358086904926,0.6672083981337481,0.3499222395023328
166,충남,서산시,0.528626447477254,0.6914407256191477,0.32382710314646845
167,충남,논산시,0.5511156399867368,0.6971208875062366,0.31620344554339214
168,충남,계룡시,0.5884645802734154,0.6456753383891716,0.3670442545838533
169,충남,당진시,0.5179921996468759,0.702537360890302,0.31142766295707475
170,충남,금산군,0.5266600694386206,0.6671974522292994,0.34929936305732484
171,충남,부여군,0.530504756803632,0.7373734945551575,0.27281905815043633
172,충남,서천군,0.5241166260609246,0.7358570820927265,0.2750197484353163
173,충남,청양군,0.5336736330108504,0.711552907005859,0.2973609094095849
174,충남,홍성군,0.5558982727055639,0.7071773760515483,0.3016824771791659
175,충남,예산군,0.5308193228863534,0.7185237287434316,0.2942198684264968
176,충남,태안군,0.49080410607356717,0.7284241103848947,0.2851706608569354
178,전북,전주시완산구,0.5667568070971792,0.6402354043806637,0.3753141869480808
179,전북,전주시덕진구,0.5641420270520064,0.6461617363183725,0.3685830086402781
180,전북,군산시,0.5586562358547771,0.688423466462832,0.33025797821517294
181,전북,익산시,0.5901162023225378,0.6834799059208508,0.33048496778811737
182,전북,정읍시,0.5621317248352568,0.7136455264382074,0.2981392463947899
183,전북,남원시,0.5723157474583832,0.714077659945437,0.2980861931037312
184,전북,김제시,0.5322815148004271,0.7112097479780628,0.30236230554192184
185,전북,완주군,0.5679114174340433,0.7045341503690588,0.3091140600441677
186,전북,진안군,0.5993987095902442,0.7484220018034266,0.2614404869251578
187,전북,무주군,0.519540145449203,0.7457758925415341,0.26398020501944147
188,전북,장수군,0.5474030347450577,0.7596439169139466,0.2505609032351451
189,전북,임실군,0.5258889197273877,0.7609804726441095,0.25192048319943705
190,전북,순창군,0.5610007894577033,0.7576315219744534,0.2564407880493613
191,전북,고창군,0.5421751642838456,0.6360488220266818,0.3859210899801306
192,전북,부안군,0.5533477743937197,0.6046210448859456,0.40771155261221487
194,전남,목포시,0.5757861168413024,0.6884740187580566,0.33450682313197316
195,전남,여수시,0.5743534732244149,0.612310710398667,0.41000094056944764
196,전남,순천시,0.5929274711449263,0.6292429075037771,0.3854691959039785
197,전남,나주시,0.55965538740577,0.6450611032340827,0.36822294240766995
198,전남,광양시,0.5389449643237609,0.6354716229860212,0.37736949133260334
199,전남,담양군,0.5359274474846911,0.6955091119467747,0.31609777263523287
200,전남,곡성군,0.5614999853745576,0.7487497395290685,0.26297145238591374
201,전남,구례군,0.5522383179098133,0.672134059687352,0.337517764092847
202,전남,고흥군,0.5193615494105768,0.7133353634255464,0.3127357054180038
203,전남,보성군,0.5098197895900362,0.6652212629215223,0.3470904796933679
204,전남,화순군,0.5826834845020518,0.6379252098438191,0.37402874145682286
205,전남,장흥군,0.5143653612697271,0.7277534965034965,0.28527097902097903
206,전남,강진군,0.48939367809012296,0.7149113975030206,0.2932944019331454
207,전남,해남군,0.5365150026734976,0.6573031103694433,0.36086775135586147
208,전남,영암군,0.562369376306237,0.7315077424612877,0.2850529747351263
209,전남,무안군,0.5298041069271572,0.6830144726407613,0.33366375892149086
210,전남,함평군,0.5315092268817478,0.6724452554744526,0.341769112562428
211,전남,영광군,0.5535572739602966,0.6346655635461084,0.38394959587602623
212,전남,장성군,0.5614295430656032,0.6291116005873715,0.3849486049926579
213,전남,완도군,0.5023010172024386,0.7262584942019676,0.28597991818519897
214,전남,진도군,0.5127020785219399,0.7865516118528166,0.22696190166069685
215,전남,신안군,0.5057729703451629,0.7546157234971365,0.26440786575353437
217,경북,포항시남구,0.5271187060555358,0.6653339462112868,0.3537548892916923
218,경북,포항시북구,0.534534018738217,0.6144688924931909,0.4051550019891667
219,경북,경주시,0.49339265143375777,0.603556436017169,0.41641117557347923
220,경북,김천시,0.5211549972235644,0.6188301714475487,0.3971522271576238
221,경북,안동시,0.5402926647404231,0.6369606219523415,0.37578204066611465
222,경북,구미시,0.5223068970704494,0.622300659362208,0.3935706056817903
223,경북,영주시,0.5603786510556144,0.6983456641158353,0.31381576858349475
224,경북,영천시,0.48693865024969546,0.7158190256106645,0.30618208208399383
225,경북,상주시,0.5122542965028055,0.7133802938187831,0.29970893684446204
226,경북,문경시,0.5233560090702948,0.68053148469093,0.33631812054689003
227,경북,경산시,0.5089064022897767,0.6156959260960371,0.40351667778808076
228,경북,군위군,0.5133053680277905,0.775904999042329,0.23858775458085935
229,경북,의성군,0.49065941415132197,0.7233681659851583,0.287929728911101
230,경북,청송군,0.5633516689586199,0.7304299583911235,0.2817753120665742
231,경북,영양군,0.5217476489028213,0.713762673676305,0.29806609087495306
232,경북,영덕군,0.4821576221767701,0.6674940204882892,0.35249785640146214
233,경북,청도군,0.45151701123854093,0.6628721913095188,0.35505245720596357
234,경북,고령군,0.5153605721848338,0.715113102393181,0.29942082832477324
235,경북,성주군,0.5082772680937818,0.7246400064177129,0.2897196261682243
236,경북,칠곡군,0.5113642301060661,0.6740165525697354,0.3424747113517932
237,경북,예천군,0.5314854028534731,0.6464844387838412,0.3662192612912707
238,경북,봉화군,0.5527790926530307,0.7250315485848207,0.2844330268613665
239,경북,울진군,0.4757311700661789,0.6844123526292172,0.33170154611838615
240,경북,울릉군,0.511063986723216,0.6487461663359192,0.374706837452643
242,경남,창원시 의창구,0.5289686582095756,0.5916266537704239,0.4248246916991951
243,경남,창원시 성산구,0.536404959350918,0.5623051067104038,0.4515854695662738
244,경남,창원시 마산합포구,0.48084110517307627,0.6495956220640224,0.365671461087704
245,경남,창원시 마산회원구,0.5196880963707847,0.6464819705594546,0.36953250770736223
246,경남,창원시 진해구,0.5301604468507441,0.6086599579565385,0.4073737763238093
247,경남,진주시,0.5873968345173423,0.6973466279832372,0.3168428541256767
248,경남,통영시,0.5070973811083673,0.5846722098916752,0.4445953556166562
249,경남,사천시,0.5032874286467851,0.6052592176679767,0.4141867864495602
250,경남,김해시,0.5547243750028781,0.5878536830352511,0.4276986166048919
251,경남,밀양시,0.5068560151021109,0.6099815470043508,0.40559345849768913
252,경남,거제시,0.6115843182173166,0.6200720202269574,0.4011679876050295
253,경남,양산시,0.5485219904070908,0.6190108338451602,0.40161209642185514
254,경남,의령군,0.5024537446276709,0.7450254792526085,0.26753215239019656
255,경남,함안군,0.49716282403536016,0.6784105244188142,0.33780861416471436
256,경남,창녕군,0.47288234540302715,0.6854957694739695,0.3284755051037307
257,경남,고성군,0.5089686885706263,0.6661264181523501,0.35201213834959827
258,경남,남해군,0.5092946705481668,0.6675757462547166,0.3491612806814361
259,경남,하동군,0.4993868557194865,0.7067873997621149,0.3079461305298699
260,경남,산청군,0.5131651718084979,0.7249894569139216,0.2875685300595099
261,경남,함양군,0.48590204697837575,0.6364799415151238,0.37722745133875535
262,경남,거창군,0.4948822692431266,0.6377913806962221,0.3745130773511408
263,경남,합천군,0.47910561741879343,0.7660599770174593,0.24509767579790193
265,제주,제주시,0.5029599612710755,0.666477744662139,0.35271412517711437
266,제주,서귀포시,0.4843669513758281,0.6777424660244599,0.34059628773170764
