시군구별(1),시군구별(2),SIG_CD,수검율,이상있음,이상없음
부산,북구,26320,79.35232572356816,0.5315540391811578,0.4684459608188422
부산,해운대구,26350,76.02861306133262,0.5057323065128759,0.4942676934871241
부산,사하구,26380,78.95755406139324,0.5425975082831179,0.4574024917168821
부산,금정구,26410,77.5007279747204,0.511236971375294,0.4887630286247061
부산,강서구,26440,78.94670530427112,0.4877912543887648,0.5122087456112352
부산,연제구,26470,77.55028689524151,0.5102128645678154,0.4897871354321846
부산,수영구,26500,74.40039013433034,0.5268343065983395,0.4731656934016605
부산,사상구,26530,78.94754192031294,0.5405792865394519,0.4594207134605482
부산,기장군,26710,77.53231735731175,0.5079135409478441,0.4920864590521559
대구,중구,27110,71.63333560849091,0.5234873749404478,0.4765126250595522
대구,동구,27140,76.50467005847067,0.5319556521652821,0.46804434783471793
대구,서구,27170,75.22825884419836,0.5512720710519797,0.4487279289480202
대구,남구,27200,71.24260355029584,0.5546914325984094,0.4453085674015905
대구,북구,27230,76.8402143466082,0.5016443849207921,0.4983556150792078
대구,수성구,27260,74.12091721362991,0.5081733627049897,0.4918266372950103
대구,달서구,27290,77.8022585849274,0.5063687852504858,0.4936312147495142
대구,달성군,27710,79.50697732891925,0.5068453439801821,0.4931546560198179
인천,중구,28110,79.68404423380727,0.5412106793550092,0.4587893206449907
인천,동구,28140,78.84636393430684,0.6080269721041937,0.3919730278958064
인천,연수구,28185,78.92099847901942,0.529315373437355,0.4706846265626449
인천,남동구,28200,78.65951324956305,0.5445660986946753,0.4554339013053247
인천,부평구,28237,78.50386162629775,0.5344079159373953,0.4655920840626047
인천,계양구,28245,77.90630422209371,0.5452540036058967,0.4547459963941033
인천,서구,28260,78.99412855377007,0.5408638956805216,0.4591361043194784
인천,강화군,28710,70.12349352774885,0.6735624867388076,0.3264375132611925
인천,옹진군,28720,83.17203239186253,0.6215863215388269,0.3784136784611731
광주,동구,29110,76.07070414372646,0.549024836202956,0.4509751637970441
광주,서구,29140,79.72534947635613,0.5063905813367539,0.4936094186632462
광주,남구,29155,78.925000645878,0.5167515016612383,0.4832484983387617
광주,북구,29170,79.5175189605353,0.5105966533506602,0.4894033466493398
광주,광산구,29200,81.35982291695133,0.4665709391374446,0.5334290608625554
대전,동구,30110,78.52114339711787,0.5731542210722667,0.4268457789277333
대전,중구,30140,79.29895393650212,0.5573464748083913,0.4426535251916087
대전,서구,30170,81.00419954257978,0.5126778453530675,0.4873221546469325
대전,유성구,30200,82.99247488444936,0.4793571014332662,0.5206428985667338
대전,대덕구,30230,80.59502293896844,0.5565617884495964,0.4434382115504037
울산,중구,31110,80.68334077713266,0.5113281404452177,0.4886718595547823
울산,남구,31140,79.78005498625343,0.4960317460317461,0.503968253968254
울산,동구,31170,85.22081012070565,0.4592703563099028,0.5407296436900972
울산,북구,31200,84.18443789641911,0.5031219873934001,0.4968780126065999
울산,울주군,31710,79.02574745148122,0.5136211474085189,0.486378852591481
경기,수원시장안구,41111,78.26019381971109,0.5369563439679443,0.4630436560320557
경기,수원시권선구,41113,77.63437007309733,0.5292021674312986,0.4707978325687015
경기,수원시팔달구,41115,76.11226090510023,0.5380338771692821,0.4619661228307181
경기,수원시영통구,41117,80.69552979519277,0.4659041884288114,0.5340958115711886
경기,성남시수정구,41131,76.93455176300291,0.5507217235188511,0.449278276481149
경기,성남시중원구,41133,77.15639596032706,0.5448375938086304,0.4551624061913696
경기,성남시분당구,41135,73.95040664277995,0.4712482792035501,0.5287517207964499
경기,의정부시,41150,75.91478085881596,0.5747332718651211,0.4252667281348788
경기,안양시만안구,41171,77.00223171458289,0.5572502065492505,0.4427497934507495
경기,안양시동안구,41173,78.56234766343032,0.5181768519568332,0.4818231480431668
경기,부천시,41190,77.76239722408471,0.5498289433426974,0.4501710566573026
경기,광명시,41210,78.43452534087986,0.5495489954899551,0.4504510045100451
경기,평택시,41220,78.74437228988154,0.5357208726352953,0.4642791273647047
경기,동두천시,41250,74.27570748108714,0.6010411558338677,0.39895884416613225
경기,안산시상록구,41271,76.2063047209368,0.5451245355456091,0.4548754644543908
경기,안산시단원구,41273,79.62684652322129,0.5279473369239976,0.4720526630760024
경기,고양시덕양구,41281,77.48143704510814,0.5549077234230818,0.4450922765769182
경기,고양시일산동구,41285,75.05564131948061,0.5316155408901059,0.4683844591098941
경기,고양시일산서구,41287,76.9463634983298,0.5353279972373988,0.4646720027626013
경기,과천시,41290,74.19919044525511,0.4917834051724138,0.5082165948275862
경기,구리시,41310,76.17233088204277,0.5449209015561257,0.4550790984438742
경기,남양주시,41360,74.3498197794698,0.5853920207456025,0.4146079792543975
경기,오산시,41370,78.50313882240907,0.5230722574260587,0.4769277425739414
경기,시흥시,41390,77.50745832114654,0.5467211073291119,0.4532788926708881
경기,군포시,41410,79.30548733584794,0.5148586586890724,0.4851413413109275
경기,의왕시,41430,77.6037084658591,0.5446261172879878,0.4553738827120122
경기,하남시,41450,74.9004220209588,0.5646138993083583,0.43538610069164174
경기,용인시처인구,41461,75.71370242443638,0.5676057774992348,0.4323942225007652
경기,용인시기흥구,41463,76.11571034351509,0.5235833050559892,0.4764166949440109
경기,용인시수지구,41465,74.37488062316783,0.5041424743188924,0.4958575256811077
경기,파주시,41480,79.21891963263988,0.5317164593719674,0.4682835406280326
경기,이천시,41500,77.87289677125966,0.5241835408850023,0.4758164591149978
경기,안성시,41550,79.27276524099767,0.555846422338569,0.44415357766143104
경기,김포시,41570,76.83955041755539,0.5483458345660535,0.4516541654339465
경기,화성시,41590,80.47336459586947,0.4997765363128492,0.5002234636871509
경기,광주시,41610,75.15518626104318,0.5638339309077471,0.4361660690922529
경기,양주시,41630,75.77544219430916,0.5605709130742961,0.439429086925704
경기,포천시,41650,73.79485320768393,0.6008922724296005,0.3991077275703995
경기,여주시,41670,73.49315068493149,0.6168996582789686,0.38310034172103136
경기,연천군,41800,74.0513331120699,0.5923657279450213,0.4076342720549787
경기,가평군,41820,73.4108366203031,0.6007013177987671,0.39929868220123294
경기,양평군,41830,71.53073504906499,0.6350664897919566,0.3649335102080435
강원,춘천시,42110,78.81183754049029,0.5634568381628707,0.4365431618371293
강원,원주시,42130,78.74677805037109,0.5549892042709679,0.4450107957290321
강원,강릉시,42150,76.5298873101421,0.6058995822596392,0.3941004177403608
강원,동해시,42170,76.60489374687899,0.6135878028464854,0.38641219715351466
강원,태백시,42190,76.81632201702975,0.6560138199093069,0.34398618009069315
강원,속초시,42210,73.40885820920171,0.5623593989021867,0.4376406010978134
강원,삼척시,42230,76.44508125636288,0.6753970602742428,0.3246029397257571
강원,홍천군,42720,76.58147415984186,0.6197105190375221,0.3802894809624781
강원,횡성군,42730,75.0,0.6507702046845326,0.3492297953154674
강원,영월군,42750,73.26305406571728,0.6594580949175362,0.3405419050824638
강원,평창군,42760,71.80672268907563,0.6540165510323498,0.34598344896765026
강원,정선군,42770,73.54432817615717,0.6730970670391061,0.32690293296089384
강원,철원군,42780,78.14207650273224,0.5789402904787521,0.421059709521248
강원,화천군,42790,81.13321799307958,0.5197782279560721,0.4802217720439279
강원,양구군,42800,79.08803427522187,0.5292144976138269,0.4707855023861731
강원,인제군,42810,79.08781089116091,0.5562482809205098,0.44375171907949024
강원,고성군,42820,73.48628601000517,0.6111502347417841,0.388849765258216
강원,양양군,42830,76.2592558734802,0.6350994965236154,0.3649005034763846
충북,청주시상당구,43111,79.3765540104982,0.5424135197323897,0.4575864802676103
충북,청주시서원구,43112,81.10747231919004,0.5161657693900491,0.4838342306099509
충북,청주시흥덕구,43113,82.36366794025703,0.4965501083582264,0.5034498916417736
충북,청주시청원구,43114,81.99021331906108,0.5031006667599198,0.4968993332400802
충북,충주시,43130,77.92124028044863,0.5636285600416935,0.4363714399583065
충북,제천시,43150,78.01778429492603,0.5870602409638555,0.4129397590361446
충북,보은군,43720,74.93676374936764,0.655704503809432,0.34429549619056804
충북,옥천군,43730,79.00468004263008,0.6502639296187683,0.3497360703812317
충북,영동군,43740,76.56657963446473,0.6313200865630533,0.36867991343694667
충북,증평군,43745,80.45166764571503,0.5457569365568716,0.4542430634431284
충북,진천군,43750,83.00788040329121,0.5499982548602143,0.4500017451397857
충북,괴산군,43760,73.23978796382913,0.6604223433242506,0.3395776566757493
충북,음성군,43770,80.61643986193856,0.5683937823834196,0.4316062176165803
충북,단양군,43800,78.13778169861257,0.6550343836600636,0.3449656163399364
충남,천안시동남구,44131,75.94743245553175,0.5324763014351533,0.4675236985648467
충남,천안시서북구,44133,79.35553139983863,0.5010672627651349,0.498932737234865
충남,공주시,44150,75.90786421097485,0.6154685794479963,0.3845314205520037
충남,보령시,44180,75.3044373116409,0.6259842519685039,0.3740157480314961
충남,아산시,44200,78.68753905662912,0.5291125497607463,0.4708874502392537
충남,서산시,44210,77.3670576178547,0.5630208812436759,0.43697911875632417
충남,논산시,44230,74.84284663092609,0.6007191213236327,0.3992808786763673
충남,계룡시,44250,82.03087601723313,0.4876358596542417,0.5123641403457583
충남,당진시,44270,76.51632089499398,0.5801562037311223,0.4198437962688777
충남,금산군,44710,72.87064791330413,0.6339703834957601,0.36602961650424
충남,부여군,44760,73.80002196756124,0.6728183757503596,0.3271816242496403
충남,서천군,44770,75.3358242149275,0.6466906772155636,0.35330932278443644
충남,청양군,44790,77.50733137829911,0.6774498675747257,0.3225501324252743
충남,홍성군,44800,74.52940445107545,0.6011610836780995,0.3988389163219005
충남,예산군,44810,73.9316744488445,0.6489187352600232,0.3510812647399768
충남,태안군,44825,71.80026485939081,0.6619290441575351,0.338070955842465
전북,전주시완산구,45111,79.13225251278988,0.5055365211778142,0.4944634788221858
전북,전주시덕진구,45113,80.01808233111385,0.5146885739842757,0.4853114260157243
전북,군산시,45130,78.83055827619981,0.5453991998608454,0.4546008001391546
전북,익산시,45140,78.19150829240516,0.5490151454808206,0.4509848545191794
전북,정읍시,45180,75.63228657389996,0.5785809739876309,0.4214190260123691
전북,남원시,45190,75.83228185965253,0.6341567473015061,0.3658432526984939
전북,김제시,45210,75.09661184506156,0.6038774533269506,0.3961225466730493
전북,완주군,45710,79.08134434787289,0.5745006635135594,0.4254993364864405
전북,진안군,45720,76.29941610031588,0.624764772299586,0.375235227700414
전북,무주군,45730,74.99742665980442,0.6450727422454021,0.3549272577545979
전북,장수군,45740,80.14073494917905,0.6589547038327526,0.3410452961672474
전북,임실군,45750,76.04035308953344,0.6486456605859591,0.3513543394140409
전북,순창군,45770,76.81322485719231,0.6232112676056338,0.3767887323943662
전북,고창군,45790,73.83715856531984,0.6219713981798842,0.37802860182011583
전북,부안군,45800,73.06985294117648,0.5533962264150943,0.4466037735849057
전남,목포시,46110,77.91022376400831,0.5502257870969779,0.4497742129030221
전남,여수시,46130,80.14025245441795,0.5361801423404503,0.4638198576595496
전남,순천시,46150,80.04782326689062,0.5536541415216418,0.44634585847835817
전남,나주시,46170,77.04712244109696,0.5658290512595563,0.4341709487404437
전남,광양시,46230,80.96485043811056,0.5288385785960111,0.4711614214039889
전남,담양군,46710,75.49081697276758,0.5893456375838926,0.41065436241610737
전남,곡성군,46720,78.61535904255321,0.6347394016280791,0.3652605983719209
전남,구례군,46730,75.976654429069,0.645273200346921,0.3547267996530789
전남,고흥군,46770,70.95740319755525,0.6904411764705882,0.3095588235294118
전남,보성군,46780,72.95022842029334,0.6693309162821358,0.3306690837178642
전남,화순군,46790,78.8749949740662,0.5638476831319774,0.4361523168680225
전남,장흥군,46800,71.977587343441,0.6347650883780566,0.3652349116219434
전남,강진군,46810,70.14181409716372,0.6433790411370233,0.3566209588629767
전남,해남군,46820,72.58262375523164,0.6241984391310832,0.3758015608689169
전남,영암군,46830,78.29992477543254,0.5833286239050579,0.4166713760949421
전남,무안군,46840,77.21365674817505,0.5737663218585721,0.4262336781414278
전남,함평군,46860,76.32617273125823,0.6306720275703619,0.36932797242963816
전남,영광군,46870,74.42618237577268,0.5922611382951326,0.4077388617048674
전남,장성군,46880,78.4244721169464,0.5946841560234726,0.4053158439765274
전남,완도군,46890,66.3203332831401,0.6682055551350943,0.3317944448649058
전남,진도군,46900,70.48454469507102,0.6550906720398246,0.3449093279601754
전남,신안군,46910,72.46809507083479,0.6709750383714355,0.3290249616285645
경북,포항시남구,47111,77.3576724165283,0.5417669255167888,0.4582330744832112
경북,포항시북구,47113,80.31255429838818,0.5331840105883401,0.4668159894116599
경북,경주시,47130,76.3655759681287,0.5442261809101137,0.4557738190898864
경북,김천시,47150,76.58150093474583,0.5367804333674323,0.4632195666325677
경북,안동시,47170,75.9936,0.5630579417214081,0.4369420582785919
경북,구미시,47190,80.02616049157389,0.4431081276275477,0.5568918723724523
경북,영주시,47210,76.37017284891195,0.5885525454375409,0.4114474545624591
경북,영천시,47230,73.44277535841856,0.5849961690929079,0.4150038309070922
경북,상주시,47250,74.40862912329109,0.5681488723325355,0.4318511276674645
경북,문경시,47280,74.24873343049481,0.559798102537739,0.44020189746226107
경북,경산시,47290,76.22627021893533,0.5149904570034991,0.4850095429965009
경북,군위군,47720,76.0157904871943,0.6325522482583914,0.3674477517416086
경북,의성군,47730,71.67953400212656,0.6557884553369879,0.344211544663012
경북,청송군,47750,76.98316748814284,0.6293790770717564,0.3706209229282436
경북,영양군,47760,78.60287643087759,0.6316280806572069,0.3683719193427931
경북,영덕군,47770,66.69865642994242,0.6640287769784172,0.3359712230215827
경북,청도군,47820,69.1364871610005,0.6192844537141023,0.3807155462858977
경북,고령군,47830,73.12710437710437,0.5918465227817746,0.4081534772182254
경북,성주군,47840,70.71455414183711,0.6093987245672638,0.3906012754327361
경북,칠곡군,47850,78.76741759253576,0.4887001246882793,0.5112998753117207
경북,예천군,47900,76.24604532959907,0.5930208829331338,0.4069791170668662
경북,봉화군,47920,75.0625521267723,0.6136363636363636,0.3863636363636364
경북,울진군,47930,72.3387177686365,0.6278085991678225,0.3721914008321776
경북,울릉군,47940,67.17594874322326,0.6419662509170947,0.35803374908290536
경남,창원시 의창구,48121,77.0503947555357,0.5202365429952455,0.4797634570047546
경남,창원시 성산구,48123,80.69215979491563,0.4919781848988669,0.5080218151011331
경남,창원시 마산합포구,48125,73.42483379798414,0.5284187160464979,0.471581283953502
경남,창원시 마산회원구,48127,77.11108609453763,0.5114196729820919,0.4885803270179081
경남,창원시 진해구,48129,80.00347905209212,0.4982187358878724,0.5017812641121276
경남,진주시,48170,75.55364154135047,0.5045651079912498,0.4954348920087502
경남,통영시,48220,72.182628990581,0.5748145154305839,0.425185484569416
경남,사천시,48240,75.57401404646137,0.5485658118130641,0.4514341881869359
경남,김해시,48250,77.30159277560733,0.50660267931118,0.4933973206888201
경남,밀양시,48270,71.47688570271751,0.5886508280297225,0.4113491719702776
경남,거제시,48310,81.64163914677965,0.5298158135748449,0.4701841864251552
경남,양산시,48330,78.75173967536313,0.5163787969029184,0.4836212030970816
경남,의령군,48720,71.1891042430592,0.6205543291636006,0.3794456708363993
경남,함안군,48730,74.67228796145397,0.5553921336053518,0.4446078663946482
경남,창녕군,48740,70.88869318834476,0.5987901047855677,0.4012098952144323
경남,고성군,48820,73.03197884106756,0.6165141239217752,0.3834858760782248
경남,남해군,48840,70.69733764063719,0.6609154652170488,0.33908453478295125
경남,하동군,48850,71.73507959324921,0.6155558854089357,0.38444411459106426
경남,산청군,48860,72.16416884366835,0.6181766218919691,0.3818233781080309
경남,함양군,48870,72.00104766893661,0.6349581666060385,0.3650418333939615
경남,거창군,48880,73.51837639635029,0.5625471205706664,0.4374528794293336
경남,합천군,48890,71.8018018018018,0.6325928112775849,0.36740718872241496
제주,제주시,50110,73.31232386543027,0.5307004601679574,0.4692995398320427
제주,서귀포시,50130,69.48174213661757,0.5664371390493114,0.4335628609506886
