"행정구역별","성별","연령별","항목","단위","2015 년",
"영동군","계","85세 이상","고등학교","","20",
"영동군","계","85세 이상","대학(4년제 미만)","","4",
"영동군","계","85세 이상","대학교(4년제 이상)","","9",
"영동군","계","85세 이상","대학원 이상","","2",
"영동군","계","85세 이상","안 받았음(미취학 포함)","","807",
"영동군","남자","합계","내국인(60세 이상)-계","","7048",
"영동군","남자","합계","초등학교","","2420",
"영동군","남자","합계","중학교","","1753",
"영동군","남자","합계","고등학교","","1739",
"영동군","남자","합계","대학(4년제 미만)","","129",
"영동군","남자","합계","대학교(4년제 이상)","","366",
"영동군","남자","합계","대학원 이상","","103",
"영동군","남자","합계","안 받았음(미취학 포함)","","538",
"영동군","남자","60~64","내국인(60세 이상)-계","","1859",
"영동군","남자","60~64","초등학교","","412",
"영동군","남자","60~64","중학교","","557",
"영동군","남자","60~64","고등학교","","654",
"영동군","남자","60~64","대학(4년제 미만)","","50",
"영동군","남자","60~64","대학교(4년제 이상)","","127",
"영동군","남자","60~64","대학원 이상","","43",
"영동군","남자","60~64","안 받았음(미취학 포함)","","16",
"영동군","남자","65~69","내국인(60세 이상)-계","","1525",
"영동군","남자","65~69","초등학교","","471",
"영동군","남자","65~69","중학교","","470",
"영동군","남자","65~69","고등학교","","404",
"영동군","남자","65~69","대학(4년제 미만)","","46",
"영동군","남자","65~69","대학교(4년제 이상)","","68",
"영동군","남자","65~69","대학원 이상","","23",
"영동군","남자","65~69","안 받았음(미취학 포함)","","43",
"영동군","남자","70~74","내국인(60세 이상)-계","","1468",
"영동군","남자","70~74","초등학교","","540",
"영동군","남자","70~74","중학교","","421",
"영동군","남자","70~74","고등학교","","346",
"영동군","남자","70~74","대학(4년제 미만)","","8",
"영동군","남자","70~74","대학교(4년제 이상)","","86",
"영동군","남자","70~74","대학원 이상","","7",
"영동군","남자","70~74","안 받았음(미취학 포함)","","60",
"영동군","남자","75~79","내국인(60세 이상)-계","","1168",
"영동군","남자","75~79","초등학교","","520",
"영동군","남자","75~79","중학교","","212",
"영동군","남자","75~79","고등학교","","215",
"영동군","남자","75~79","대학(4년제 미만)","","21",
"영동군","남자","75~79","대학교(4년제 이상)","","55",
"영동군","남자","75~79","대학원 이상","","22",
"영동군","남자","75~79","안 받았음(미취학 포함)","","123",
"영동군","남자","80~84","내국인(60세 이상)-계","","698",
"영동군","남자","80~84","초등학교","","351",
"영동군","남자","80~84","중학교","","73",
"영동군","남자","80~84","고등학교","","107",
"영동군","남자","80~84","대학(4년제 미만)","","2",
"영동군","남자","80~84","대학교(4년제 이상)","","22",
"영동군","남자","80~84","대학원 이상","","6",
"영동군","남자","80~84","안 받았음(미취학 포함)","","137",
"영동군","남자","85세 이상","내국인(60세 이상)-계","","330",
"영동군","남자","85세 이상","초등학교","","126",
"영동군","남자","85세 이상","중학교","","20",
"영동군","남자","85세 이상","고등학교","","13",
"영동군","남자","85세 이상","대학(4년제 미만)","","2",
"영동군","남자","85세 이상","대학교(4년제 이상)","","8",
"영동군","남자","85세 이상","대학원 이상","","2",
"영동군","남자","85세 이상","안 받았음(미취학 포함)","","159",
"영동군","여자","합계","내국인(60세 이상)-계","","9655",
"영동군","여자","합계","초등학교","","4713",
"영동군","여자","합계","중학교","","1318",
"영동군","여자","합계","고등학교","","653",
"영동군","여자","합계","대학(4년제 미만)","","73",
"영동군","여자","합계","대학교(4년제 이상)","","72",
"영동군","여자","합계","대학원 이상","","38",
"영동군","여자","합계","안 받았음(미취학 포함)","","2788",
"영동군","여자","60~64","내국인(60세 이상)-계","","1830",
"영동군","여자","60~64","초등학교","","770",
"영동군","여자","60~64","중학교","","577",
"영동군","여자","60~64","고등학교","","316",
"영동군","여자","60~64","대학(4년제 미만)","","31",
"영동군","여자","60~64","대학교(4년제 이상)","","47",
"영동군","여자","60~64","대학원 이상","","19",
"영동군","여자","60~64","안 받았음(미취학 포함)","","70",
"영동군","여자","65~69","내국인(60세 이상)-계","","1656",
"영동군","여자","65~69","초등학교","","898",
"영동군","여자","65~69","중학교","","367",
"영동군","여자","65~69","고등학교","","183",
"영동군","여자","65~69","대학(4년제 미만)","","29",
"영동군","여자","65~69","대학교(4년제 이상)","","14",
"영동군","여자","65~69","대학원 이상","","8",
"영동군","여자","65~69","안 받았음(미취학 포함)","","157",
"영동군","여자","70~74","내국인(60세 이상)-계","","1988",
"영동군","여자","70~74","초등학교","","1166",
"영동군","여자","70~74","중학교","","205",
"영동군","여자","70~74","고등학교","","90",
"영동군","여자","70~74","대학(4년제 미만)","","10",
"영동군","여자","70~74","대학교(4년제 이상)","","1",
"영동군","여자","70~74","대학원 이상","","",
"영동군","여자","70~74","안 받았음(미취학 포함)","","516",
"영동군","여자","75~79","내국인(60세 이상)-계","","1925",
"영동군","여자","75~79","초등학교","","1074",
"영동군","여자","75~79","중학교","","85",
"영동군","여자","75~79","고등학교","","42",
"영동군","여자","75~79","대학(4년제 미만)","","",
"영동군","여자","75~79","대학교(4년제 이상)","","5",
"영동군","여자","75~79","대학원 이상","","9",
"영동군","여자","75~79","안 받았음(미취학 포함)","","710",
"영동군","여자","80~84","내국인(60세 이상)-계","","1317",
"영동군","여자","80~84","초등학교","","545",
"영동군","여자","80~84","중학교","","63",
"영동군","여자","80~84","고등학교","","15",
"영동군","여자","80~84","대학(4년제 미만)","","1",
"영동군","여자","80~84","대학교(4년제 이상)","","4",
"영동군","여자","80~84","대학원 이상","","2",
"영동군","여자","80~84","안 받았음(미취학 포함)","","687",
"영동군","여자","85세 이상","내국인(60세 이상)-계","","939",
"영동군","여자","85세 이상","초등학교","","260",
"영동군","여자","85세 이상","중학교","","21",
"영동군","여자","85세 이상","고등학교","","7",
"영동군","여자","85세 이상","대학(4년제 미만)","","2",
"영동군","여자","85세 이상","대학교(4년제 이상)","","1",
"영동군","여자","85세 이상","대학원 이상","","",
"영동군","여자","85세 이상","안 받았음(미취학 포함)","","648",
"진천군","계","합계","내국인(60세 이상)-계","","14602",
"진천군","계","합계","초등학교","","5920",
"진천군","계","합계","중학교","","2522",
"진천군","계","합계","고등학교","","2225",
"진천군","계","합계","대학(4년제 미만)","","203",
"진천군","계","합계","대학교(4년제 이상)","","702",
"진천군","계","합계","대학원 이상","","143",
"진천군","계","합계","안 받았음(미취학 포함)","","2887",
"진천군","계","60~64","내국인(60세 이상)-계","","3869",
"진천군","계","60~64","초등학교","","1291",
"진천군","계","60~64","중학교","","1097",
"진천군","계","60~64","고등학교","","1024",
"진천군","계","60~64","대학(4년제 미만)","","70",
"진천군","계","60~64","대학교(4년제 이상)","","223",
"진천군","계","60~64","대학원 이상","","65",
"진천군","계","60~64","안 받았음(미취학 포함)","","99",
"진천군","계","65~69","내국인(60세 이상)-계","","2824",
"진천군","계","65~69","초등학교","","1068",
"진천군","계","65~69","중학교","","652",
"진천군","계","65~69","고등학교","","554",
"진천군","계","65~69","대학(4년제 미만)","","85",
"진천군","계","65~69","대학교(4년제 이상)","","218",
"진천군","계","65~69","대학원 이상","","33",
"진천군","계","65~69","안 받았음(미취학 포함)","","214",
"진천군","계","70~74","내국인(60세 이상)-계","","2763",
"진천군","계","70~74","초등학교","","1366",
"진천군","계","70~74","중학교","","396",
"진천군","계","70~74","고등학교","","360",
"진천군","계","70~74","대학(4년제 미만)","","11",
"진천군","계","70~74","대학교(4년제 이상)","","130",
"진천군","계","70~74","대학원 이상","","16",
"진천군","계","70~74","안 받았음(미취학 포함)","","484",
"진천군","계","75~79","내국인(60세 이상)-계","","2599",
"진천군","계","75~79","초등학교","","1224",
"진천군","계","75~79","중학교","","261",
"진천군","계","75~79","고등학교","","213",
"진천군","계","75~79","대학(4년제 미만)","","18",
"진천군","계","75~79","대학교(4년제 이상)","","99",
"진천군","계","75~79","대학원 이상","","27",
"진천군","계","75~79","안 받았음(미취학 포함)","","757",
"진천군","계","80~84","내국인(60세 이상)-계","","1568",
"진천군","계","80~84","초등학교","","703",
"진천군","계","80~84","중학교","","91",
"진천군","계","80~84","고등학교","","58",
"진천군","계","80~84","대학(4년제 미만)","","16",
"진천군","계","80~84","대학교(4년제 이상)","","23",
"진천군","계","80~84","대학원 이상","","2",
"진천군","계","80~84","안 받았음(미취학 포함)","","675",
"진천군","계","85세 이상","내국인(60세 이상)-계","","979",
"진천군","계","85세 이상","초등학교","","268",
"진천군","계","85세 이상","중학교","","25",
"진천군","계","85세 이상","고등학교","","16",
"진천군","계","85세 이상","대학(4년제 미만)","","3",
"진천군","계","85세 이상","대학교(4년제 이상)","","9",
"진천군","계","85세 이상","대학원 이상","","",
"진천군","계","85세 이상","안 받았음(미취학 포함)","","658",
"진천군","남자","합계","내국인(60세 이상)-계","","6385",
"진천군","남자","합계","초등학교","","2124",
"진천군","남자","합계","중학교","","1343",
"진천군","남자","합계","고등학교","","1525",
"진천군","남자","합계","대학(4년제 미만)","","147",
"진천군","남자","합계","대학교(4년제 이상)","","588",
"진천군","남자","합계","대학원 이상","","131",
"진천군","남자","합계","안 받았음(미취학 포함)","","527",
"진천군","남자","60~64","내국인(60세 이상)-계","","1956",
