"행정구역별","성별","연령별","항목","단위","2015 년",
"흥덕구","여자","85세 이상","안 받았음(미취학 포함)","","798",
"청원구","계","합계","내국인(60세 이상)-계","","27200",
"청원구","계","합계","초등학교","","9608",
"청원구","계","합계","중학교","","4814",
"청원구","계","합계","고등학교","","5885",
"청원구","계","합계","대학(4년제 미만)","","601",
"청원구","계","합계","대학교(4년제 이상)","","1525",
"청원구","계","합계","대학원 이상","","485",
"청원구","계","합계","안 받았음(미취학 포함)","","4282",
"청원구","계","60~64","내국인(60세 이상)-계","","7955",
"청원구","계","60~64","초등학교","","2093",
"청원구","계","60~64","중학교","","1891",
"청원구","계","60~64","고등학교","","2687",
"청원구","계","60~64","대학(4년제 미만)","","309",
"청원구","계","60~64","대학교(4년제 이상)","","602",
"청원구","계","60~64","대학원 이상","","253",
"청원구","계","60~64","안 받았음(미취학 포함)","","120",
"청원구","계","65~69","내국인(60세 이상)-계","","5771",
"청원구","계","65~69","초등학교","","1918",
"청원구","계","65~69","중학교","","1345",
"청원구","계","65~69","고등학교","","1607",
"청원구","계","65~69","대학(4년제 미만)","","149",
"청원구","계","65~69","대학교(4년제 이상)","","332",
"청원구","계","65~69","대학원 이상","","124",
"청원구","계","65~69","안 받았음(미취학 포함)","","296",
"청원구","계","70~74","내국인(60세 이상)-계","","5154",
"청원구","계","70~74","초등학교","","2211",
"청원구","계","70~74","중학교","","880",
"청원구","계","70~74","고등학교","","877",
"청원구","계","70~74","대학(4년제 미만)","","73",
"청원구","계","70~74","대학교(4년제 이상)","","241",
"청원구","계","70~74","대학원 이상","","63",
"청원구","계","70~74","안 받았음(미취학 포함)","","809",
"청원구","계","75~79","내국인(60세 이상)-계","","4149",
"청원구","계","75~79","초등학교","","1864",
"청원구","계","75~79","중학교","","441",
"청원구","계","75~79","고등학교","","488",
"청원구","계","75~79","대학(4년제 미만)","","27",
"청원구","계","75~79","대학교(4년제 이상)","","247",
"청원구","계","75~79","대학원 이상","","24",
"청원구","계","75~79","안 받았음(미취학 포함)","","1058",
"청원구","계","80~84","내국인(60세 이상)-계","","2598",
"청원구","계","80~84","초등학교","","1024",
"청원구","계","80~84","중학교","","187",
"청원구","계","80~84","고등학교","","173",
"청원구","계","80~84","대학(4년제 미만)","","14",
"청원구","계","80~84","대학교(4년제 이상)","","97",
"청원구","계","80~84","대학원 이상","","15",
"청원구","계","80~84","안 받았음(미취학 포함)","","1088",
"청원구","계","85세 이상","내국인(60세 이상)-계","","1573",
"청원구","계","85세 이상","초등학교","","498",
"청원구","계","85세 이상","중학교","","70",
"청원구","계","85세 이상","고등학교","","53",
"청원구","계","85세 이상","대학(4년제 미만)","","29",
"청원구","계","85세 이상","대학교(4년제 이상)","","6",
"청원구","계","85세 이상","대학원 이상","","6",
"청원구","계","85세 이상","안 받았음(미취학 포함)","","911",
"청원구","남자","합계","내국인(60세 이상)-계","","11831",
"청원구","남자","합계","초등학교","","3104",
"청원구","남자","합계","중학교","","2299",
"청원구","남자","합계","고등학교","","3691",
"청원구","남자","합계","대학(4년제 미만)","","344",
"청원구","남자","합계","대학교(4년제 이상)","","1305",
"청원구","남자","합계","대학원 이상","","403",
"청원구","남자","합계","안 받았음(미취학 포함)","","685",
"청원구","남자","60~64","내국인(60세 이상)-계","","3875",
"청원구","남자","60~64","초등학교","","668",
"청원구","남자","60~64","중학교","","761",
"청원구","남자","60~64","고등학교","","1584",
"청원구","남자","60~64","대학(4년제 미만)","","174",
"청원구","남자","60~64","대학교(4년제 이상)","","472",
"청원구","남자","60~64","대학원 이상","","194",
"청원구","남자","60~64","안 받았음(미취학 포함)","","22",
"청원구","남자","65~69","내국인(60세 이상)-계","","2793",
"청원구","남자","65~69","초등학교","","585",
"청원구","남자","65~69","중학교","","640",
"청원구","남자","65~69","고등학교","","1063",
"청원구","남자","65~69","대학(4년제 미만)","","52",
"청원구","남자","65~69","대학교(4년제 이상)","","269",
"청원구","남자","65~69","대학원 이상","","120",
"청원구","남자","65~69","안 받았음(미취학 포함)","","64",
"청원구","남자","70~74","내국인(60세 이상)-계","","2277",
"청원구","남자","70~74","초등학교","","683",
"청원구","남자","70~74","중학교","","538",
"청원구","남자","70~74","고등학교","","548",
"청원구","남자","70~74","대학(4년제 미만)","","68",
"청원구","남자","70~74","대학교(4년제 이상)","","236",
"청원구","남자","70~74","대학원 이상","","53",
"청원구","남자","70~74","안 받았음(미취학 포함)","","151",
"청원구","남자","75~79","내국인(60세 이상)-계","","1655",
"청원구","남자","75~79","초등학교","","620",
"청원구","남자","75~79","중학교","","238",
"청원구","남자","75~79","고등학교","","346",
"청원구","남자","75~79","대학(4년제 미만)","","21",
"청원구","남자","75~79","대학교(4년제 이상)","","227",
"청원구","남자","75~79","대학원 이상","","20",
"청원구","남자","75~79","안 받았음(미취학 포함)","","183",
"청원구","남자","80~84","내국인(60세 이상)-계","","892",
"청원구","남자","80~84","초등학교","","381",
"청원구","남자","80~84","중학교","","87",
"청원구","남자","80~84","고등학교","","121",
"청원구","남자","80~84","대학(4년제 미만)","","12",
"청원구","남자","80~84","대학교(4년제 이상)","","96",
"청원구","남자","80~84","대학원 이상","","14",
"청원구","남자","80~84","안 받았음(미취학 포함)","","181",
"청원구","남자","85세 이상","내국인(60세 이상)-계","","339",
"청원구","남자","85세 이상","초등학교","","167",
"청원구","남자","85세 이상","중학교","","35",
"청원구","남자","85세 이상","고등학교","","29",
"청원구","남자","85세 이상","대학(4년제 미만)","","17",
"청원구","남자","85세 이상","대학교(4년제 이상)","","5",
"청원구","남자","85세 이상","대학원 이상","","2",
"청원구","남자","85세 이상","안 받았음(미취학 포함)","","84",
"청원구","여자","합계","내국인(60세 이상)-계","","15369",
"청원구","여자","합계","초등학교","","6504",
"청원구","여자","합계","중학교","","2515",
"청원구","여자","합계","고등학교","","2194",
"청원구","여자","합계","대학(4년제 미만)","","257",
"청원구","여자","합계","대학교(4년제 이상)","","220",
"청원구","여자","합계","대학원 이상","","82",
"청원구","여자","합계","안 받았음(미취학 포함)","","3597",
"청원구","여자","60~64","내국인(60세 이상)-계","","4080",
"청원구","여자","60~64","초등학교","","1425",
"청원구","여자","60~64","중학교","","1130",
"청원구","여자","60~64","고등학교","","1103",
"청원구","여자","60~64","대학(4년제 미만)","","135",
"청원구","여자","60~64","대학교(4년제 이상)","","130",
"청원구","여자","60~64","대학원 이상","","59",
"청원구","여자","60~64","안 받았음(미취학 포함)","","98",
"청원구","여자","65~69","내국인(60세 이상)-계","","2978",
"청원구","여자","65~69","초등학교","","1333",
"청원구","여자","65~69","중학교","","705",
"청원구","여자","65~69","고등학교","","544",
"청원구","여자","65~69","대학(4년제 미만)","","97",
"청원구","여자","65~69","대학교(4년제 이상)","","63",
"청원구","여자","65~69","대학원 이상","","4",
"청원구","여자","65~69","안 받았음(미취학 포함)","","232",
"청원구","여자","70~74","내국인(60세 이상)-계","","2877",
"청원구","여자","70~74","초등학교","","1528",
"청원구","여자","70~74","중학교","","342",
"청원구","여자","70~74","고등학교","","329",
"청원구","여자","70~74","대학(4년제 미만)","","5",
"청원구","여자","70~74","대학교(4년제 이상)","","5",
"청원구","여자","70~74","대학원 이상","","10",
"청원구","여자","70~74","안 받았음(미취학 포함)","","658",
"청원구","여자","75~79","내국인(60세 이상)-계","","2494",
"청원구","여자","75~79","초등학교","","1244",
"청원구","여자","75~79","중학교","","203",
"청원구","여자","75~79","고등학교","","142",
"청원구","여자","75~79","대학(4년제 미만)","","6",
"청원구","여자","75~79","대학교(4년제 이상)","","20",
"청원구","여자","75~79","대학원 이상","","4",
"청원구","여자","75~79","안 받았음(미취학 포함)","","875",
"청원구","여자","80~84","내국인(60세 이상)-계","","1706",
"청원구","여자","80~84","초등학교","","643",
"청원구","여자","80~84","중학교","","100",
"청원구","여자","80~84","고등학교","","52",
"청원구","여자","80~84","대학(4년제 미만)","","2",
"청원구","여자","80~84","대학교(4년제 이상)","","1",
"청원구","여자","80~84","대학원 이상","","1",
"청원구","여자","80~84","안 받았음(미취학 포함)","","907",
"청원구","여자","85세 이상","내국인(60세 이상)-계","","1234",
"청원구","여자","85세 이상","초등학교","","331",
"청원구","여자","85세 이상","중학교","","35",
"청원구","여자","85세 이상","고등학교","","24",
"청원구","여자","85세 이상","대학(4년제 미만)","","12",
"청원구","여자","85세 이상","대학교(4년제 이상)","","1",
"청원구","여자","85세 이상","대학원 이상","","4",
"청원구","여자","85세 이상","안 받았음(미취학 포함)","","827",
"보은군","계","합계","내국인(60세 이상)-계","","12407",
"보은군","계","합계","초등학교","","5662",
"보은군","계","합계","중학교","","1681",
"보은군","계","합계","고등학교","","1540",
"보은군","계","합계","대학(4년제 미만)","","100",
"보은군","계","합계","대학교(4년제 이상)","","324",
"보은군","계","합계","대학원 이상","","65",
"보은군","계","합계","안 받았음(미취학 포함)","","3035",
"보은군","계","60~64","내국인(60세 이상)-계","","2781",
"보은군","계","60~64","초등학교","","1115",
"보은군","계","60~64","중학교","","739",
"보은군","계","60~64","고등학교","","597",
"보은군","계","60~64","대학(4년제 미만)","","33",
"보은군","계","60~64","대학교(4년제 이상)","","149",
"보은군","계","60~64","대학원 이상","","38",
"보은군","계","60~64","안 받았음(미취학 포함)","","110",
"보은군","계","65~69","내국인(60세 이상)-계","","2341",
"보은군","계","65~69","초등학교","","1164",
"보은군","계","65~69","중학교","","390",
"보은군","계","65~69","고등학교","","472",
"보은군","계","65~69","대학(4년제 미만)","","30",
"보은군","계","65~69","대학교(4년제 이상)","","55",
"보은군","계","65~69","대학원 이상","","16",
"보은군","계","65~69","안 받았음(미취학 포함)","","214",
"보은군","계","70~74","내국인(60세 이상)-계","","2417",
"보은군","계","70~74","초등학교","","1384",
"보은군","계","70~74","중학교","","265",
"보은군","계","70~74","고등학교","","201",
"보은군","계","70~74","대학(4년제 미만)","","6",
"보은군","계","70~74","대학교(4년제 이상)","","52",
"보은군","계","70~74","대학원 이상","","6",
"보은군","계","70~74","안 받았음(미취학 포함)","","503",
"보은군","계","75~79","내국인(60세 이상)-계","","2310",
"보은군","계","75~79","초등학교","","1104",
"보은군","계","75~79","중학교","","192",
"보은군","계","75~79","고등학교","","198",
"보은군","계","75~79","대학(4년제 미만)","","21",
"보은군","계","75~79","대학교(4년제 이상)","","37",
"보은군","계","75~79","대학원 이상","","4",
"보은군","계","75~79","안 받았음(미취학 포함)","","754",
"보은군","계","80~84","내국인(60세 이상)-계","","1511",
"보은군","계","80~84","초등학교","","605",
"보은군","계","80~84","중학교","","65",
"보은군","계","80~84","고등학교","","59",
"보은군","계","80~84","대학(4년제 미만)","","6",
"보은군","계","80~84","대학교(4년제 이상)","","21",
"보은군","계","80~84","대학원 이상","","1",
"보은군","계","80~84","안 받았음(미취학 포함)","","754",
"보은군","계","85세 이상","내국인(60세 이상)-계","","1047",
"보은군","계","85세 이상","초등학교","","290",
"보은군","계","85세 이상","중학교","","30",
"보은군","계","85세 이상","고등학교","","13",
"보은군","계","85세 이상","대학(4년제 미만)","","4",
"보은군","계","85세 이상","대학교(4년제 이상)","","10",
"보은군","계","85세 이상","대학원 이상","","",
"보은군","계","85세 이상","안 받았음(미취학 포함)","","700",
"보은군","남자","합계","내국인(60세 이상)-계","","5325",
"보은군","남자","합계","초등학교","","2355",
"보은군","남자","합계","중학교","","962",
"보은군","남자","합계","고등학교","","1108",
"보은군","남자","합계","대학(4년제 미만)","","80",
"보은군","남자","합계","대학교(4년제 이상)","","266",
"보은군","남자","합계","대학원 이상","","53",
"보은군","남자","합계","안 받았음(미취학 포함)","","501",
"보은군","남자","60~64","내국인(60세 이상)-계","","1400",
"보은군","남자","60~64","초등학교","","457",
"보은군","남자","60~64","중학교","","380",
"보은군","남자","60~64","고등학교","","370",
"보은군","남자","60~64","대학(4년제 미만)","","29",
"보은군","남자","60~64","대학교(4년제 이상)","","111",
"보은군","남자","60~64","대학원 이상","","30",
"보은군","남자","60~64","안 받았음(미취학 포함)","","23",
"보은군","남자","65~69","내국인(60세 이상)-계","","1179",
"보은군","남자","65~69","초등학교","","485",
"보은군","남자","65~69","중학교","","215",
"보은군","남자","65~69","고등학교","","346",
"보은군","남자","65~69","대학(4년제 미만)","","21",
"보은군","남자","65~69","대학교(4년제 이상)","","42",
"보은군","남자","65~69","대학원 이상","","14",
"보은군","남자","65~69","안 받았음(미취학 포함)","","56",
"보은군","남자","70~74","내국인(60세 이상)-계","","1012",
"보은군","남자","70~74","초등학교","","520",
"보은군","남자","70~74","중학교","","174",
"보은군","남자","70~74","고등학교","","170",
"보은군","남자","70~74","대학(4년제 미만)","","5",
"보은군","남자","70~74","대학교(4년제 이상)","","48",
"보은군","남자","70~74","대학원 이상","","5",
"보은군","남자","70~74","안 받았음(미취학 포함)","","90",
"보은군","남자","75~79","내국인(60세 이상)-계","","942",
"보은군","남자","75~79","초등학교","","480",
"보은군","남자","75~79","중학교","","133",
"보은군","남자","75~79","고등학교","","165",
"보은군","남자","75~79","대학(4년제 미만)","","19",
"보은군","남자","75~79","대학교(4년제 이상)","","34",
"보은군","남자","75~79","대학원 이상","","3",
"보은군","남자","75~79","안 받았음(미취학 포함)","","108",
"보은군","남자","80~84","내국인(60세 이상)-계","","496",
"보은군","남자","80~84","초등학교","","268",
"보은군","남자","80~84","중학교","","43",
"보은군","남자","80~84","고등학교","","46",
"보은군","남자","80~84","대학(4년제 미만)","","5",
"보은군","남자","80~84","대학교(4년제 이상)","","21",
"보은군","남자","80~84","대학원 이상","","1",
"보은군","남자","80~84","안 받았음(미취학 포함)","","112",
"보은군","남자","85세 이상","내국인(60세 이상)-계","","296",
"보은군","남자","85세 이상","초등학교","","145",
"보은군","남자","85세 이상","중학교","","17",
"보은군","남자","85세 이상","고등학교","","11",
"보은군","남자","85세 이상","대학(4년제 미만)","","1",
"보은군","남자","85세 이상","대학교(4년제 이상)","","10",
"보은군","남자","85세 이상","대학원 이상","","",
"보은군","남자","85세 이상","안 받았음(미취학 포함)","","112",
"보은군","여자","합계","내국인(60세 이상)-계","","7082",
"보은군","여자","합계","초등학교","","3307",
"보은군","여자","합계","중학교","","719",
"보은군","여자","합계","고등학교","","432",
"보은군","여자","합계","대학(4년제 미만)","","20",
"보은군","여자","합계","대학교(4년제 이상)","","58",
"보은군","여자","합계","대학원 이상","","12",
"보은군","여자","합계","안 받았음(미취학 포함)","","2534",
"보은군","여자","60~64","내국인(60세 이상)-계","","1381",
"보은군","여자","60~64","초등학교","","658",
"보은군","여자","60~64","중학교","","359",
"보은군","여자","60~64","고등학교","","227",
"보은군","여자","60~64","대학(4년제 미만)","","4",
"보은군","여자","60~64","대학교(4년제 이상)","","38",
"보은군","여자","60~64","대학원 이상","","8",
"보은군","여자","60~64","안 받았음(미취학 포함)","","87",
"보은군","여자","65~69","내국인(60세 이상)-계","","1162",
"보은군","여자","65~69","초등학교","","679",
"보은군","여자","65~69","중학교","","175",
"보은군","여자","65~69","고등학교","","126",
"보은군","여자","65~69","대학(4년제 미만)","","9",
"보은군","여자","65~69","대학교(4년제 이상)","","13",
"보은군","여자","65~69","대학원 이상","","2",
"보은군","여자","65~69","안 받았음(미취학 포함)","","158",
"보은군","여자","70~74","내국인(60세 이상)-계","","1405",
"보은군","여자","70~74","초등학교","","864",
"보은군","여자","70~74","중학교","","91",
"보은군","여자","70~74","고등학교","","31",
"보은군","여자","70~74","대학(4년제 미만)","","1",
"보은군","여자","70~74","대학교(4년제 이상)","","4",
"보은군","여자","70~74","대학원 이상","","1",
"보은군","여자","70~74","안 받았음(미취학 포함)","","413",
"보은군","여자","75~79","내국인(60세 이상)-계","","1368",
"보은군","여자","75~79","초등학교","","624",
"보은군","여자","75~79","중학교","","59",
"보은군","여자","75~79","고등학교","","33",
"보은군","여자","75~79","대학(4년제 미만)","","2",
"보은군","여자","75~79","대학교(4년제 이상)","","3",
"보은군","여자","75~79","대학원 이상","","1",
"보은군","여자","75~79","안 받았음(미취학 포함)","","646",
"보은군","여자","80~84","내국인(60세 이상)-계","","1015",
"보은군","여자","80~84","초등학교","","337",
"보은군","여자","80~84","중학교","","22",
"보은군","여자","80~84","고등학교","","13",
"보은군","여자","80~84","대학(4년제 미만)","","1",
"보은군","여자","80~84","대학교(4년제 이상)","","",
"보은군","여자","80~84","대학원 이상","","",
"보은군","여자","80~84","안 받았음(미취학 포함)","","642",
"보은군","여자","85세 이상","내국인(60세 이상)-계","","751",
"보은군","여자","85세 이상","초등학교","","145",
"보은군","여자","85세 이상","중학교","","13",
"보은군","여자","85세 이상","고등학교","","2",
"보은군","여자","85세 이상","대학(4년제 미만)","","3",
"보은군","여자","85세 이상","대학교(4년제 이상)","","",
"보은군","여자","85세 이상","대학원 이상","","",
"보은군","여자","85세 이상","안 받았음(미취학 포함)","","588",
"옥천군","계","합계","내국인(60세 이상)-계","","16593",
"옥천군","계","합계","초등학교","","6553",
"옥천군","계","합계","중학교","","2804",
"옥천군","계","합계","고등학교","","2267",
"옥천군","계","합계","대학(4년제 미만)","","318",
"옥천군","계","합계","대학교(4년제 이상)","","576",
"옥천군","계","합계","대학원 이상","","149",
"옥천군","계","합계","안 받았음(미취학 포함)","","3926",
"옥천군","계","60~64","내국인(60세 이상)-계","","3993",
"옥천군","계","60~64","초등학교","","1376",
"옥천군","계","60~64","중학교","","1036",
"옥천군","계","60~64","고등학교","","975",
"옥천군","계","60~64","대학(4년제 미만)","","155",
"옥천군","계","60~64","대학교(4년제 이상)","","193",
"옥천군","계","60~64","대학원 이상","","97",
"옥천군","계","60~64","안 받았음(미취학 포함)","","161",
"옥천군","계","65~69","내국인(60세 이상)-계","","3296",
"옥천군","계","65~69","초등학교","","1326",
"옥천군","계","65~69","중학교","","821",
"옥천군","계","65~69","고등학교","","544",
"옥천군","계","65~69","대학(4년제 미만)","","100",
"옥천군","계","65~69","대학교(4년제 이상)","","146",
"옥천군","계","65~69","대학원 이상","","32",
"옥천군","계","65~69","안 받았음(미취학 포함)","","327",
"옥천군","계","70~74","내국인(60세 이상)-계","","3220",
"옥천군","계","70~74","초등학교","","1490",
"옥천군","계","70~74","중학교","","510",
"옥천군","계","70~74","고등학교","","387",
"옥천군","계","70~74","대학(4년제 미만)","","30",
"옥천군","계","70~74","대학교(4년제 이상)","","109",
"옥천군","계","70~74","대학원 이상","","11",
"옥천군","계","70~74","안 받았음(미취학 포함)","","683",
"옥천군","계","75~79","내국인(60세 이상)-계","","2812",
"옥천군","계","75~79","초등학교","","1202",
"옥천군","계","75~79","중학교","","299",
"옥천군","계","75~79","고등학교","","224",
"옥천군","계","75~79","대학(4년제 미만)","","22",
"옥천군","계","75~79","대학교(4년제 이상)","","84",
"옥천군","계","75~79","대학원 이상","","6",
"옥천군","계","75~79","안 받았음(미취학 포함)","","975",
"옥천군","계","80~84","내국인(60세 이상)-계","","2045",
"옥천군","계","80~84","초등학교","","852",
"옥천군","계","80~84","중학교","","105",
"옥천군","계","80~84","고등학교","","86",
"옥천군","계","80~84","대학(4년제 미만)","","8",
"옥천군","계","80~84","대학교(4년제 이상)","","31",
"옥천군","계","80~84","대학원 이상","","1",
"옥천군","계","80~84","안 받았음(미취학 포함)","","962",
"옥천군","계","85세 이상","내국인(60세 이상)-계","","1227",
"옥천군","계","85세 이상","초등학교","","307",
"옥천군","계","85세 이상","중학교","","33",
"옥천군","계","85세 이상","고등학교","","51",
"옥천군","계","85세 이상","대학(4년제 미만)","","3",
"옥천군","계","85세 이상","대학교(4년제 이상)","","13",
"옥천군","계","85세 이상","대학원 이상","","2",
"옥천군","계","85세 이상","안 받았음(미취학 포함)","","818",
"옥천군","남자","합계","내국인(60세 이상)-계","","7106",
"옥천군","남자","합계","초등학교","","2397",
"옥천군","남자","합계","중학교","","1608",
"옥천군","남자","합계","고등학교","","1579",
"옥천군","남자","합계","대학(4년제 미만)","","231",
"옥천군","남자","합계","대학교(4년제 이상)","","483",
"옥천군","남자","합계","대학원 이상","","118",
"옥천군","남자","합계","안 받았음(미취학 포함)","","690",
"옥천군","남자","60~64","내국인(60세 이상)-계","","1939",
"옥천군","남자","60~64","초등학교","","424",
"옥천군","남자","60~64","중학교","","497",
"옥천군","남자","60~64","고등학교","","643",
"옥천군","남자","60~64","대학(4년제 미만)","","96",
"옥천군","남자","60~64","대학교(4년제 이상)","","151",
"옥천군","남자","60~64","대학원 이상","","77",
"옥천군","남자","60~64","안 받았음(미취학 포함)","","51",
"옥천군","남자","65~69","내국인(60세 이상)-계","","1627",
"옥천군","남자","65~69","초등학교","","477",
"옥천군","남자","65~69","중학교","","472",
"옥천군","남자","65~69","고등학교","","374",
"옥천군","남자","65~69","대학(4년제 미만)","","84",
"옥천군","남자","65~69","대학교(4년제 이상)","","132",
"옥천군","남자","65~69","대학원 이상","","23",
"옥천군","남자","65~69","안 받았음(미취학 포함)","","65",
"옥천군","남자","70~74","내국인(60세 이상)-계","","1371",
"옥천군","남자","70~74","초등학교","","504",
"옥천군","남자","70~74","중학교","","348",
"옥천군","남자","70~74","고등학교","","278",
"옥천군","남자","70~74","대학(4년제 미만)","","26",
"옥천군","남자","70~74","대학교(4년제 이상)","","87",
"옥천군","남자","70~74","대학원 이상","","9",
"옥천군","남자","70~74","안 받았음(미취학 포함)","","119",
"옥천군","남자","75~79","내국인(60세 이상)-계","","1159",
"옥천군","남자","75~79","초등학교","","490",
"옥천군","남자","75~79","중학교","","198",
"옥천군","남자","75~79","고등학교","","189",
"옥천군","남자","75~79","대학(4년제 미만)","","15",
"옥천군","남자","75~79","대학교(4년제 이상)","","76",
"옥천군","남자","75~79","대학원 이상","","6",
"옥천군","남자","75~79","안 받았음(미취학 포함)","","185",
"옥천군","남자","80~84","내국인(60세 이상)-계","","684",
"옥천군","남자","80~84","초등학교","","368",
"옥천군","남자","80~84","중학교","","70",
"옥천군","남자","80~84","고등학교","","70",
"옥천군","남자","80~84","대학(4년제 미만)","","7",
"옥천군","남자","80~84","대학교(4년제 이상)","","26",
"옥천군","남자","80~84","대학원 이상","","1",
"옥천군","남자","80~84","안 받았음(미취학 포함)","","142",
"옥천군","남자","85세 이상","내국인(60세 이상)-계","","326",
"옥천군","남자","85세 이상","초등학교","","134",
"옥천군","남자","85세 이상","중학교","","23",
"옥천군","남자","85세 이상","고등학교","","25",
"옥천군","남자","85세 이상","대학(4년제 미만)","","3",
"옥천군","남자","85세 이상","대학교(4년제 이상)","","11",
"옥천군","남자","85세 이상","대학원 이상","","2",
"옥천군","남자","85세 이상","안 받았음(미취학 포함)","","128",
"옥천군","여자","합계","내국인(60세 이상)-계","","9487",
"옥천군","여자","합계","초등학교","","4156",
"옥천군","여자","합계","중학교","","1196",
"옥천군","여자","합계","고등학교","","688",
"옥천군","여자","합계","대학(4년제 미만)","","87",
"옥천군","여자","합계","대학교(4년제 이상)","","93",
"옥천군","여자","합계","대학원 이상","","31",
"옥천군","여자","합계","안 받았음(미취학 포함)","","3236",
"옥천군","여자","60~64","내국인(60세 이상)-계","","2054",
"옥천군","여자","60~64","초등학교","","952",
"옥천군","여자","60~64","중학교","","539",
"옥천군","여자","60~64","고등학교","","332",
"옥천군","여자","60~64","대학(4년제 미만)","","59",
"옥천군","여자","60~64","대학교(4년제 이상)","","42",
"옥천군","여자","60~64","대학원 이상","","20",
"옥천군","여자","60~64","안 받았음(미취학 포함)","","110",
"옥천군","여자","65~69","내국인(60세 이상)-계","","1669",
"옥천군","여자","65~69","초등학교","","849",
"옥천군","여자","65~69","중학교","","349",
"옥천군","여자","65~69","고등학교","","170",
"옥천군","여자","65~69","대학(4년제 미만)","","16",
"옥천군","여자","65~69","대학교(4년제 이상)","","14",
"옥천군","여자","65~69","대학원 이상","","9",
"옥천군","여자","65~69","안 받았음(미취학 포함)","","262",
"옥천군","여자","70~74","내국인(60세 이상)-계","","1849",
"옥천군","여자","70~74","초등학교","","986",
"옥천군","여자","70~74","중학교","","162",
"옥천군","여자","70~74","고등학교","","109",
"옥천군","여자","70~74","대학(4년제 미만)","","4",
"옥천군","여자","70~74","대학교(4년제 이상)","","22",
"옥천군","여자","70~74","대학원 이상","","2",
"옥천군","여자","70~74","안 받았음(미취학 포함)","","564",
"옥천군","여자","75~79","내국인(60세 이상)-계","","1653",
"옥천군","여자","75~79","초등학교","","712",
"옥천군","여자","75~79","중학교","","101",
"옥천군","여자","75~79","고등학교","","35",
"옥천군","여자","75~79","대학(4년제 미만)","","7",
"옥천군","여자","75~79","대학교(4년제 이상)","","8",
"옥천군","여자","75~79","대학원 이상","","",
"옥천군","여자","75~79","안 받았음(미취학 포함)","","790",
"옥천군","여자","80~84","내국인(60세 이상)-계","","1361",
"옥천군","여자","80~84","초등학교","","484",
"옥천군","여자","80~84","중학교","","35",
"옥천군","여자","80~84","고등학교","","16",
"옥천군","여자","80~84","대학(4년제 미만)","","1",
"옥천군","여자","80~84","대학교(4년제 이상)","","5",
"옥천군","여자","80~84","대학원 이상","","",
"옥천군","여자","80~84","안 받았음(미취학 포함)","","820",
"옥천군","여자","85세 이상","내국인(60세 이상)-계","","901",
"옥천군","여자","85세 이상","초등학교","","173",
"옥천군","여자","85세 이상","중학교","","10",
"옥천군","여자","85세 이상","고등학교","","26",
"옥천군","여자","85세 이상","대학(4년제 미만)","","",
"옥천군","여자","85세 이상","대학교(4년제 이상)","","2",
"옥천군","여자","85세 이상","대학원 이상","","",
"옥천군","여자","85세 이상","안 받았음(미취학 포함)","","690",
"영동군","계","합계","내국인(60세 이상)-계","","16703",
"영동군","계","합계","초등학교","","7133",
"영동군","계","합계","중학교","","3071",
"영동군","계","합계","고등학교","","2392",
"영동군","계","합계","대학(4년제 미만)","","202",
"영동군","계","합계","대학교(4년제 이상)","","438",
"영동군","계","합계","대학원 이상","","141",
"영동군","계","합계","안 받았음(미취학 포함)","","3326",
"영동군","계","60~64","내국인(60세 이상)-계","","3689",
"영동군","계","60~64","초등학교","","1182",
"영동군","계","60~64","중학교","","1134",
"영동군","계","60~64","고등학교","","970",
"영동군","계","60~64","대학(4년제 미만)","","81",
"영동군","계","60~64","대학교(4년제 이상)","","174",
"영동군","계","60~64","대학원 이상","","62",
"영동군","계","60~64","안 받았음(미취학 포함)","","86",
"영동군","계","65~69","내국인(60세 이상)-계","","3181",
"영동군","계","65~69","초등학교","","1369",
"영동군","계","65~69","중학교","","837",
"영동군","계","65~69","고등학교","","587",
"영동군","계","65~69","대학(4년제 미만)","","75",
"영동군","계","65~69","대학교(4년제 이상)","","82",
"영동군","계","65~69","대학원 이상","","31",
"영동군","계","65~69","안 받았음(미취학 포함)","","200",
"영동군","계","70~74","내국인(60세 이상)-계","","3456",
"영동군","계","70~74","초등학교","","1706",
"영동군","계","70~74","중학교","","626",
"영동군","계","70~74","고등학교","","436",
"영동군","계","70~74","대학(4년제 미만)","","18",
"영동군","계","70~74","대학교(4년제 이상)","","87",
"영동군","계","70~74","대학원 이상","","7",
"영동군","계","70~74","안 받았음(미취학 포함)","","576",
"영동군","계","75~79","내국인(60세 이상)-계","","3093",
"영동군","계","75~79","초등학교","","1594",
"영동군","계","75~79","중학교","","297",
"영동군","계","75~79","고등학교","","257",
"영동군","계","75~79","대학(4년제 미만)","","21",
"영동군","계","75~79","대학교(4년제 이상)","","60",
"영동군","계","75~79","대학원 이상","","31",
"영동군","계","75~79","안 받았음(미취학 포함)","","833",
"영동군","계","80~84","내국인(60세 이상)-계","","2015",
"영동군","계","80~84","초등학교","","896",
"영동군","계","80~84","중학교","","136",
"영동군","계","80~84","고등학교","","122",
"영동군","계","80~84","대학(4년제 미만)","","3",
"영동군","계","80~84","대학교(4년제 이상)","","26",
"영동군","계","80~84","대학원 이상","","8",
"영동군","계","80~84","안 받았음(미취학 포함)","","824",
"영동군","계","85세 이상","내국인(60세 이상)-계","","1269",
"영동군","계","85세 이상","초등학교","","386",
"영동군","계","85세 이상","중학교","","41",
