"시군구별(1)",시군구별(2),2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 3/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4,2020 4/4
"시군구별(1)",시군구별(2),계,계,일반입원실,일반입원실,일반입원실,일반입원실,일반입원실,일반입원실,일반입원실,일반입원실,정신과폐쇄,정신과폐쇄,정신과폐쇄,정신과폐쇄,정신과폐쇄,정신과폐쇄,중환자실,중환자실,중환자실,중환자실,중환자실,중환자실,격리병실,격리병실,무균치료실,무균치료실,계,계,일반입원실,일반입원실,일반입원실,일반입원실,일반입원실,일반입원실,일반입원실,일반입원실,정신과폐쇄,정신과폐쇄,정신과폐쇄,정신과폐쇄,정신과폐쇄,정신과폐쇄,중환자실,중환자실,중환자실,중환자실,중환자실,중환자실,격리병실,격리병실,무균치료실,무균치료실
"시군구별(1)",시군구별(2),소계,소계,소계,소계,상급,상급,일반,일반,외국인전용,외국인전용,소계,소계,상급,상급,일반,일반,소계,소계,성인소아,성인소아,신생아,신생아,소계,소계,소계,소계,소계,소계,소계,소계,상급,상급,일반,일반,외국인전용,외국인전용,소계,소계,상급,상급,일반,일반,소계,소계,성인소아,성인소아,신생아,신생아,소계,소계,소계,소계
"시군구별(1)",시군구별(2),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소),병실수 (개소),병상수 (개소)
"충남",공주시,595,2676,537,2315,126,209,411,2106,0,0,46,325,0,0,46,325,1,13,1,13,0,0,11,23,0,0,754,3876,687,3515,124,207,563,3308,0,0,55,325,0,0,55,325,1,13,1,13,0,0,11,23,0,0
"충남",보령시,277,992,241,782,61,75,180,707,0,0,26,193,0,0,26,193,1,8,1,8,0,0,9,9,0,0,277,992,241,782,61,75,180,707,0,0,26,193,0,0,26,193,1,8,1,8,0,0,9,9,0,0
"충남",아산시,866,3591,713,2693,199,231,514,2462,0,0,142,845,0,0,142,845,4,20,4,20,0,0,7,33,0,0,837,3380,710,2650,198,231,512,2419,0,0,116,677,0,0,116,677,4,20,4,20,0,0,7,33,0,0
"충남",서산시,288,1037,275,979,81,93,194,886,0,0,6,32,0,0,6,32,2,21,2,21,0,0,5,5,0,0,288,1037,275,979,81,93,194,886,0,0,6,32,0,0,6,32,2,21,2,21,0,0,5,5,0,0
"충남",논산시,601,3018,559,2713,98,173,461,2540,0,0,39,277,0,0,39,277,1,26,1,26,0,0,2,2,0,0,577,2812,535,2507,107,183,428,2324,0,0,39,277,0,0,39,277,1,26,1,26,0,0,2,2,0,0
"충남",계룡시,69,277,69,277,22,36,47,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,277,69,277,22,36,47,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"전북",소계,10070,39874,9502,36639,2170,3170,7332,33469,0,0,395,2485,0,0,395,2485,35,369,32,312,3,57,131,367,7,14,10110,39878,9534,36613,2194,3192,7340,33421,0,0,395,2485,0,0,395,2485,34,365,31,308,3,57,140,401,7,14
"전북",고창군,279,1068,279,1068,19,37,260,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1068,279,1068,19,37,260,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"전북",무주군,26,58,26,58,11,13,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,58,26,58,11,13,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"전북",부안군,245,1040,244,1031,24,46,220,985,0,0,0,0,0,0,0,0,1,9,1,9,0,0,0,0,0,0,236,1008,235,999,19,35,216,964,0,0,0,0,0,0,0,0,1,9,1,9,0,0,0,0,0,0
"전북",순창군,139,662,138,660,31,69,107,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,139,662,138,660,31,69,107,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"전북",완주군,422,2049,310,1298,69,107,241,1191,0,0,112,751,0,0,112,751,0,0,0,0,0,0,0,0,0,0,416,2018,301,1258,72,110,229,1148,0,0,112,751,0,0,112,751,0,0,0,0,0,0,3,9,0,0
"전북",임실군,106,441,86,333,1,2,85,331,0,0,20,108,0,0,20,108,0,0,0,0,0,0,0,0,0,0,109,450,89,342,1,2,88,340,0,0,20,108,0,0,20,108,0,0,0,0,0,0,0,0,0,0
"전북",장수군,13,38,13,38,2,2,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,13,38,2,2,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"전북",진안군,80,283,80,283,3,3,77,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,283,80,283,3,3,77,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"전북",군산시,1166,4488,1147,4381,326,464,821,3917,0,0,8,34,0,0,8,34,2,38,2,38,0,0,9,35,0,0,1209,4579,1190,4472,350,488,840,3984,0,0,8,34,0,0,8,34,2,38,2,38,0,0,9,35,0,0
"전북",남원시,377,1590,338,1312,87,104,251,1208,0,0,33,263,0,0,33,263,1,10,1,10,0,0,5,5,0,0,385,1600,346,1322,95,114,251,1208,0,0,33,263,0,0,33,263,1,10,1,10,0,0,5,5,0,0
"전북",익산시,1501,5533,1459,5296,404,548,1055,4748,0,0,8,30,0,0,8,30,7,106,6,86,1,20,25,99,2,2,1518,5540,1472,5290,409,551,1063,4739,0,0,8,30,0,0,8,30,7,106,6,86,1,20,29,112,2,2
"전북",전주시 완산구,2525,9455,2461,9297,663,930,1798,8367,0,0,0,0,0,0,0,0,13,62,12,50,1,12,51,96,0,0,2510,9437,2446,9276,653,920,1793,8356,0,0,0,0,0,0,0,0,12,59,11,47,1,12,52,102,0,0
"전북",전주시 덕진구,1995,7681,1955,7434,354,565,1601,6869,0,0,9,45,0,0,9,45,8,132,7,107,1,25,18,58,5,12,1989,7657,1948,7405,355,567,1593,6838,0,0,9,45,0,0,9,45,8,131,7,106,1,25,19,64,5,12
"전북",정읍시,509,2162,491,2057,112,185,379,1872,0,0,14,92,0,0,14,92,3,12,3,12,0,0,1,1,0,0,514,2156,496,2051,110,186,386,1865,0,0,14,92,0,0,14,92,3,12,3,12,0,0,1,1,0,0
"전북",김제시,687,3326,475,2093,64,95,411,1998,0,0,191,1162,0,0,191,1162,0,0,0,0,0,0,21,71,0,0,687,3324,475,2091,64,95,411,1996,0,0,191,1162,0,0,191,1162,0,0,0,0,0,0,21,71,0,0
"전남",소계,10921,42019,10218,37802,2460,3633,7758,34169,0,0,581,3683,10,10,571,3673,36,389,33,366,3,23,78,133,8,12,10459,40851,9755,36641,2419,3541,7336,33100,0,0,586,3693,4,4,582,3689,35,377,32,354,3,23,75,128,8,12
"전남",강진군,117,461,110,451,24,37,86,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,117,461,110,451,24,37,86,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0
"전남",고흥군,542,1369,539,1355,51,57,488,1298,0,0,0,0,0,0,0,0,1,12,1,12,0,0,2,2,0,0,191,758,188,744,47,53,141,691,0,0,0,0,0,0,0,0,1,12,1,12,0,0,2,2,0,0
"전남",곡성군,50,266,43,217,6,9,37,208,0,0,7,49,0,0,7,49,0,0,0,0,0,0,0,0,0,0,50,265,43,216,6,9,37,207,0,0,7,49,0,0,7,49,0,0,0,0,0,0,0,0,0,0
"전남",구례군,163,635,163,635,68,135,95,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,635,163,635,68,135,95,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"전남",담양군,426,1716,358,1246,159,289,199,957,0,0,68,470,0,0,68,470,0,0,0,0,0,0,0,0,0,0,426,1716,358,1246,159,289,199,957,0,0,68,470,0,0,68,470,0,0,0,0,0,0,0,0,0,0
"전남",무안군,364,1405,343,1250,81,111,262,1139,0,0,20,142,0,0,20,142,1,13,1,13,0,0,0,0,0,0,354,1352,333,1197,86,121,247,1076,0,0,20,142,0,0,20,142,1,13,1,13,0,0,0,0,0,0
"전남",보성군,289,1339,228,1075,44,82,184,993,0,0,61,264,0,0,61,264,0,0,0,0,0,0,0,0,0,0,289,1339,228,1075,44,82,184,993,0,0,61,264,0,0,61,264,0,0,0,0,0,0,0,0,0,0
"전남",신안군,97,381,97,381,22,44,75,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,381,97,381,22,44,75,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"전남",영광군,278,1218,204,768,46,50,158,718,0,0,72,432,0,0,72,432,2,18,2,18,0,0,0,0,0,0,278,1218,204,768,46,50,158,718,0,0,72,432,0,0,72,432,2,18,2,18,0,0,0,0,0,0
"전남",영암군,216,970,188,763,64,124,124,639,0,0,27,206,0,0,27,206,0,0,0,0,0,0,1,1,0,0,216,970,188,763,64,124,124,639,0,0,27,206,0,0,27,206,0,0,0,0,0,0,1,1,0,0
"전남",완도군,27,122,27,122,8,8,19,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,122,27,122,8,8,19,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"전남",장성군,133,672,122,603,10,17,112,586,0,0,11,69,0,0,11,69,0,0,0,0,0,0,0,0,0,0,133,672,122,603,10,17,112,586,0,0,11,69,0,0,11,69,0,0,0,0,0,0,0,0,0,0
"전남",장흥군,140,559,140,559,21,28,119,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,559,140,559,21,28,119,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"전남",진도군,60,201,60,201,13,13,47,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,201,60,201,13,13,47,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"전남",함평군,108,457,105,454,26,30,79,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,108,457,105,454,26,30,79,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
"전남",해남군,356,1552,310,1173,63,71,247,1102,0,0,39,332,0,0,39,332,4,44,4,44,0,0,3,3,0,0,356,1552,310,1173,62,70,248,1103,0,0,39,332,0,0,39,332,4,44,4,44,0,0,3,3,0,0
"전남",화순군,1041,4258,957,3795,218,366,739,3429,0,0,61,396,0,0,61,396,6,42,5,41,1,1,9,13,8,12,1044,4262,954,3783,218,366,736,3417,0,0,67,412,0,0,67,412,6,42,5,41,1,1,9,13,8,12
"전남",나주시,913,4232,787,3503,169,364,618,3139,0,0,125,728,10,10,115,718,0,0,0,0,0,0,1,1,0,0,876,4018,751,3295,160,335,591,2960,0,0,124,722,4,4,120,718,0,0,0,0,0,0,1,1,0,0
"전남",목포시,2030,7533,1948,7042,408,551,1540,6491,0,0,43,302,0,0,43,302,9,123,9,123,0,0,30,66,0,0,2030,7533,1948,7042,408,551,1540,6491,0,0,43,302,0,0,43,302,9,123,9,123,0,0,30,66,0,0
"전남",순천시,1732,6031,1661,5625,491,569,1170,5056,0,0,47,293,0,0,47,293,9,90,7,68,2,22,15,23,0,0,1741,6092,1670,5686,477,552,1193,5134,0,0,47,293,0,0,47,293,9,90,7,68,2,22,15,23,0,0
"전남",여수시,1441,5187,1431,5139,386,588,1045,4551,0,0,0,0,0,0,0,0,3,37,3,37,0,0,7,11,0,0,1346,4792,1340,4761,357,515,983,4246,0,0,0,0,0,0,0,0,2,25,2,25,0,0,4,6,0,0
"전남",광양시,398,1455,397,1445,82,90,315,1355,0,0,0,0,0,0,0,0,1,10,1,10,0,0,0,0,0,0,417,1496,416,1486,93,112,323,1374,0,0,0,0,0,0,0,0,1,10,1,10,0,0,0,0,0,0
"경북",소계,10181,43839,9061,36591,1791,2562,7270,34029,0,0,957,6583,10,10,947,6573,49,480,47,464,2,16,114,185,0,0,10172,43676,9054,36455,1798,2583,7256,33872,0,0,959,6560,11,11,948,6549,49,488,47,472,2,16,110,173,0,0
"경북",고령군,67,288,65,286,7,8,58,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,67,288,65,286,7,8,58,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"경북",군위군,4,10,4,10,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,10,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"경북",봉화군,46,255,46,255,9,13,37,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,255,46,255,9,13,37,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"경북",성주군,169,986,153,859,8,14,145,845,0,0,16,127,0,0,16,127,0,0,0,0,0,0,0,0,0,0,169,986,153,859,8,14,145,845,0,0,16,127,0,0,16,127,0,0,0,0,0,0,0,0,0,0
"경북",영덕군,66,281,66,281,6,8,60,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,281,66,281,6,8,60,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"경북",영양군,12,50,12,50,3,3,9,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,50,12,50,3,3,9,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"경북",예천군,215,730,212,721,30,51,182,670,0,0,0,0,0,0,0,0,1,6,1,6,0,0,2,3,0,0,215,730,212,721,30,51,182,670,0,0,0,0,0,0,0,0,1,6,1,6,0,0,2,3,0,0
"경북",울릉군,15,63,15,63,4,6,11,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,63,15,63,4,6,11,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"경북",울진군,79,309,75,305,15,17,60,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,79,309,75,305,15,17,60,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
"경북",의성군,299,1386,287,1313,37,63,250,1250,0,0,12,73,0,0,12,73,0,0,0,0,0,0,0,0,0,0,299,1386,287,1313,37,63,250,1250,0,0,12,73,0,0,12,73,0,0,0,0,0,0,0,0,0,0
"경북",청도군,301,1298,245,903,56,102,189,801,0,0,55,393,0,0,55,393,0,0,0,0,0,0,1,2,0,0,301,1298,245,903,56,102,189,801,0,0,55,393,0,0,55,393,0,0,0,0,0,0,1,2,0,0
"경북",청송군,69,352,30,103,4,6,26,97,0,0,39,249,3,3,36,246,0,0,0,0,0,0,0,0,0,0,69,352,30,103,4,6,26,97,0,0,39,249,3,3,36,246,0,0,0,0,0,0,0,0,0,0
"경북",칠곡군,357,1864,250,1059,63,109,187,950,0,0,107,805,0,0,107,805,0,0,0,0,0,0,0,0,0,0,383,1916,276,1111,63,109,213,1002,0,0,107,805,0,0,107,805,0,0,0,0,0,0,0,0,0,0
"경북",경주시,1031,4479,946,3947,179,258,767,3689,0,0,70,469,1,1,69,468,2,20,2,20,0,0,13,43,0,0,1014,4373,929,3859,175,253,754,3606,0,0,70,459,2,2,68,457,2,20,2,20,0,0,13,35,0,0
"경북",구미시,1045,3868,1002,3534,284,364,718,3170,0,0,31,257,0,0,31,257,6,71,5,65,1,6,6,6,0,0,1051,3892,1011,3553,292,380,719,3173,0,0,31,257,0,0,31,257,6,79,5,73,1,6,3,3,0,0
"경북",김천시,445,2208,347,1476,68,69,279,1407,0,0,89,695,0,0,89,695,2,30,2,30,0,0,7,7,0,0,432,2152,332,1433,68,69,264,1364,0,0,91,682,0,0,91,682,2,30,2,30,0,0,7,7,0,0
"경북",안동시,1217,5233,1043,4178,247,332,796,3846,0,0,146,897,0,0,146,897,8,130,7,120,1,10,20,28,0,0,1217,5231,1043,4176,247,332,796,3844,0,0,146,897,0,0,146,897,8,130,7,120,1,10,20,28,0,0
"경북",영주시,590,2404,532,1966,79,112,453,1854,0,0,42,389,0,0,42,389,4,21,4,21,0,0,12,28,0,0,590,2404,532,1966,79,112,453,1854,0,0,42,389,0,0,42,389,4,21,4,21,0,0,12,28,0,0
"경북",영천시,393,1914,264,1172,57,98,207,1074,0,0,128,732,0,0,128,732,1,10,1,10,0,0,0,0,0,0,393,1914,264,1172,57,98,207,1074,0,0,128,732,0,0,128,732,1,10,1,10,0,0,0,0,0,0
"경북",포항시 남구,875,2987,847,2881,178,241,669,2640,0,0,0,0,0,0,0,0,16,94,16,94,0,0,12,12,0,0,876,2989,848,2883,178,241,670,2642,0,0,0,0,0,0,0,0,16,94,16,94,0,0,12,12,0,0
"경북",포항시 북구,1558,6970,1420,6212,294,441,1126,5771,0,0,121,718,6,6,115,712,2,22,2,22,0,0,15,18,0,0,1521,6876,1384,6119,292,446,1092,5673,0,0,121,718,6,6,115,712,2,22,2,22,0,0,14,17,0,0
"경북",문경시,324,1116,291,910,13,15,278,895,0,0,22,162,0,0,22,162,3,36,3,36,0,0,8,8,0,0,324,1116,291,910,13,15,278,895,0,0,22,162,0,0,22,162,3,36,3,36,0,0,8,8,0,0
"경북",상주시,270,1210,244,1079,26,40,218,1039,0,0,18,98,0,0,18,98,2,20,2,20,0,0,6,13,0,0,270,1210,244,1079,26,40,218,1039,0,0,18,98,0,0,18,98,2,20,2,20,0,0,6,13,0,0
"경북",경산시,734,3578,665,3028,122,187,543,2841,0,0,61,519,0,0,61,519,2,20,2,20,0,0,6,11,0,0,759,3595,690,3045,127,192,563,2853,0,0,61,519,0,0,61,519,2,20,2,20,0,0,6,11,0,0
"경남",소계,15416,63875,13830,54390,3623,5042,10206,49345,1,3,1413,8749,9,9,1404,8740,46,527,39,421,7,106,120,199,7,10,15549,64261,13952,54725,3644,5117,10307,49605,1,3,1421,8797,9,9,1412,8788,47,521,40,415,7,106,122,208,7,10
"경남",거창군,260,833,257,830,109,155,148,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,260,833,257,830,109,155,148,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
"경남",고성군,168,1011,128,712,13,27,115,685,0,0,40,299,0,0,40,299,0,0,0,0,0,0,0,0,0,0,168,1011,128,712,13,27,115,685,0,0,40,299,0,0,40,299,0,0,0,0,0,0,0,0,0,0
"경남",남해군,88,290,88,290,26,32,62,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,290,88,290,26,32,62,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"경남",산청군,31,158,30,157,9,13,21,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,31,158,30,157,9,13,21,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"경남",의령군,105,551,81,386,16,35,65,351,0,0,23,163,0,0,23,163,0,0,0,0,0,0,1,2,0,0,105,551,81,386,16,35,65,351,0,0,23,163,0,0,23,163,0,0,0,0,0,0,1,2,0,0
"경남",창녕군,480,2355,392,1786,68,126,324,1660,0,0,88,569,0,0,88,569,0,0,0,0,0,0,0,0,0,0,480,2355,392,1786,68,126,324,1660,0,0,88,569,0,0,88,569,0,0,0,0,0,0,0,0,0,0
"경남",하동군,193,859,153,560,42,67,111,493,0,0,40,299,0,0,40,299,0,0,0,0,0,0,0,0,0,0,193,859,153,560,42,67,111,493,0,0,40,299,0,0,40,299,0,0,0,0,0,0,0,0,0,0
"경남",함안군,320,1575,282,1284,57,89,225,1195,0,0,37,290,0,0,37,290,0,0,0,0,0,0,1,1,0,0,315,1570,277,1279,52,84,225,1195,0,0,37,290,0,0,37,290,0,0,0,0,0,0,1,1,0,0
"경남",함양군,39,119,39,119,4,4,35,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,159,50,159,4,4,46,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"경남",합천군,129,798,96,501,15,26,81,475,0,0,33,297,0,0,33,297,0,0,0,0,0,0,0,0,0,0,129,798,96,501,15,26,81,475,0,0,33,297,0,0,33,297,0,0,0,0,0,0,0,0,0,0
"경남",김해시,2591,10890,2409,9735,660,932,1749,8803,0,0,170,1100,1,1,169,1099,2,45,2,45,0,0,10,10,0,0,2558,10795,2379,9641,642,915,1737,8726,0,0,170,1106,1,1,169,1105,2,41,2,41,0,0,7,7,0,0
"경남",사천시,646,3047,508,2180,97,142,411,2038,0,0,136,858,0,0,136,858,1,8,1,8,0,0,1,1,0,0,646,3047,508,2180,97,142,411,2038,0,0,136,858,0,0,136,858,1,8,1,8,0,0,1,1,0,0
"경남",진주시,1770,6716,1560,5698,445,561,1115,5137,0,0,186,890,1,1,185,889,5,86,4,61,1,25,17,40,2,2,1768,6709,1553,5679,445,561,1108,5118,0,0,186,890,1,1,185,889,5,86,4,61,1,25,22,52,2,2
"경남",창원시 마산회원구,1159,4940,1026,4087,303,370,723,3717,0,0,117,759,0,0,117,759,4,82,3,58,1,24,12,12,0,0,1160,4924,1027,4071,305,377,722,3694,0,0,117,759,0,0,117,759,4,82,3,58,1,24,12,12,0,0
"경남",창원시 마산합포구,1292,5717,1151,5067,209,290,942,4777,0,0,103,573,0,0,103,573,12,36,12,36,0,0,26,41,0,0,1323,5800,1182,5150,228,312,954,4838,0,0,103,573,0,0,103,573,12,36,12,36,0,0,26,41,0,0
"경남",창원시 진해구,575,2479,541,2270,115,177,426,2093,0,0,26,192,0,0,26,192,1,10,1,10,0,0,7,7,0,0,593,2539,559,2330,115,177,444,2153,0,0,26,192,0,0,26,192,1,10,1,10,0,0,7,7,0,0
"경남",창원시 의창구,1035,4597,1027,4561,245,377,781,4181,1,3,0,0,0,0,0,0,4,32,3,30,1,2,4,4,0,0,1086,4714,1078,4678,280,434,797,4241,1,3,0,0,0,0,0,0,4,32,3,30,1,2,4,4,0,0
"경남",창원시 성산구,750,2509,735,2417,178,209,557,2208,0,0,0,0,0,0,0,0,5,74,4,57,1,17,10,18,0,0,800,2662,785,2572,179,219,606,2353,0,0,0,0,0,0,0,0,5,72,4,55,1,17,10,18,0,0
"경남",통영시,525,2096,484,1870,129,164,355,1706,0,0,33,206,0,0,33,206,0,0,0,0,0,0,8,20,0,0,523,2087,482,1861,129,164,353,1697,0,0,33,206,0,0,33,206,0,0,0,0,0,0,8,20,0,0
"경남",밀양시,611,2110,557,1799,118,136,439,1663,0,0,51,301,0,0,51,301,1,8,1,8,0,0,2,2,0,0,628,2125,566,1772,119,137,447,1635,0,0,59,343,0,0,59,343,1,8,1,8,0,0,2,2,0,0
"경남",거제시,692,2328,672,2148,247,324,425,1824,0,0,18,160,0,0,18,160,2,20,2,20,0,0,0,0,0,0,686,2318,666,2138,243,320,423,1818,0,0,18,160,0,0,18,160,2,20,2,20,0,0,0,0,0,0
"경남",양산시,1957,7897,1614,5933,518,786,1096,5147,0,0,312,1793,7,7,305,1786,9,126,6,88,3,38,17,37,5,8,1959,7957,1615,5993,508,790,1107,5203,0,0,312,1793,7,7,305,1786,10,126,7,88,3,38,17,37,5,8
"제주",소계,1313,4838,1183,4253,369,404,814,3849,0,0,73,366,6,12,67,354,18,169,14,146,4,23,35,44,4,6,1344,4914,1213,4325,365,407,848,3918,0,0,73,368,6,12,67,356,18,169,14,146,4,23,36,46,4,6
"제주",서귀포시,165,530,158,511,49,51,109,460,0,0,0,0,0,0,0,0,4,16,4,16,0,0,3,3,0,0,165,530,158,511,49,51,109,460,0,0,0,0,0,0,0,0,4,16,4,16,0,0,3,3,0,0
"제주",제주시,1148,4308,1025,3742,320,353,705,3389,0,0,73,366,6,12,67,354,14,153,10,130,4,23,32,41,4,6,1179,4384,1055,3814,316,356,739,3458,0,0,73,368,6,12,67,356,14,153,10,130,4,23,33,43,4,6
