"상반기","경기","양주시",남자,880,442,87,15,336,1
"상반기","경기","양주시",여자,671,359,57,4,251,1
"상반기","경기","포천시",합계,990,317,64,11,598,6
"상반기","경기","포천시",남자,538,141,39,6,352,4
"상반기","경기","포천시",여자,452,176,25,5,246,2
"상반기","경기","여주시",합계,686,428,98,8,152,3
"상반기","경기","여주시",남자,369,220,57,6,86,3
"상반기","경기","여주시",여자,317,208,41,2,66,-
"상반기","경기","연천군",합계,215,76,22,1,116,1
"상반기","경기","연천군",남자,114,42,12,-,60,-
"상반기","경기","연천군",여자,101,34,10,1,56,1
"상반기","경기","가평군",합계,341,144,29,4,164,1
"상반기","경기","가평군",남자,184,73,21,1,89,-
"상반기","경기","가평군",여자,157,71,8,3,75,1
"상반기","경기","양평군",합계,632,242,105,11,274,-
"상반기","경기","양평군",남자,346,122,66,5,153,-
"상반기","경기","양평군",여자,286,120,39,6,121,-
"상반기","강원","소계",합계,12509,5475,1415,62,5557,47
"상반기","강원","소계",남자,6813,2726,811,42,3234,37
"상반기","강원","소계",여자,5696,2749,604,20,2323,10
"상반기","강원","춘천시",합계,2261,849,387,5,1020,8
"상반기","강원","춘천시",남자,1210,401,221,2,586,5
"상반기","강원","춘천시",여자,1051,448,166,3,434,3
"상반기","강원","원주시",합계,2159,1088,141,11,919,3
"상반기","강원","원주시",남자,1107,518,76,8,505,3
"상반기","강원","원주시",여자,1052,570,65,3,414,-
"상반기","강원","강릉시",합계,2643,1211,309,7,1116,13
"상반기","강원","강릉시",남자,1418,592,169,4,653,12
"상반기","강원","강릉시",여자,1225,619,140,3,463,1
"상반기","강원","동해시",합계,875,399,133,5,338,3
"상반기","강원","동해시",남자,480,194,88,3,195,3
"상반기","강원","동해시",여자,395,205,45,2,143,-
"상반기","강원","태백시",합계,294,108,50,3,133,2
"상반기","강원","태백시",남자,177,56,32,3,86,1
"상반기","강원","태백시",여자,117,52,18,-,47,1
"상반기","강원","속초시",합계,871,375,53,1,442,-
"상반기","강원","속초시",남자,465,185,30,-,250,-
"상반기","강원","속초시",여자,406,190,23,1,192,-
"상반기","강원","삼척시",합계,715,341,27,3,344,2
"상반기","강원","삼척시",남자,407,176,18,3,210,1
"상반기","강원","삼척시",여자,308,165,9,-,134,1
"상반기","강원","홍천군",합계,475,237,63,4,171,4
"상반기","강원","홍천군",남자,258,129,34,4,91,2
"상반기","강원","홍천군",여자,217,108,29,-,80,2
"상반기","강원","횡성군",합계,275,134,27,8,106,1
"상반기","강원","횡성군",남자,144,68,14,4,58,1
"상반기","강원","횡성군",여자,131,66,13,4,48,-
"상반기","강원","영월군",합계,240,94,41,5,100,2
"상반기","강원","영월군",남자,134,53,24,3,54,1
"상반기","강원","영월군",여자,106,41,17,2,46,1
"상반기","강원","평창군",합계,249,101,14,1,133,-
"상반기","강원","평창군",남자,157,57,7,1,92,-
"상반기","강원","평창군",여자,92,44,7,-,41,-
"상반기","강원","정선군",합계,206,86,18,3,99,1
"상반기","강원","정선군",남자,120,43,12,2,63,1
"상반기","강원","정선군",여자,86,43,6,1,36,-
