"광주광역시","여자",715780,662169,53611,2921,5514,2094,4425,3673,41487,2378,4888
"동구","계",98394,89387,9007,490,978,370,678,689,6730,480,900
"동구","남자",48835,45166,3669,247,503,224,170,345,2390,240,465
"동구","여자",49559,44221,5338,243,475,146,508,344,4340,240,435
"서구","계",287467,271080,16387,1156,1906,803,1242,1521,11443,935,1685
"서구","남자",139550,132860,6690,619,917,481,264,756,3948,570,770
"서구","여자",147917,138220,9697,537,989,322,978,765,7495,365,915
"남구","계",209366,194521,14845,1008,1745,738,870,1058,10670,981,1417
"남구","남자",99898,94250,5648,487,779,422,217,544,3512,454,667
"남구","여자",109468,100271,9197,521,966,316,653,514,7158,527,750
"북구","계",431457,402323,29134,1975,3501,1571,1848,2258,20692,1810,3036
"북구","남자",212040,199842,12198,1007,1668,822,474,1124,7509,1131,1503
"북구","여자",219417,202481,16936,968,1833,749,1374,1134,13183,679,1533
"광산구","계",374817,353188,21629,1401,2479,1188,1249,1834,14510,1575,2437
"광산구","남자",185398,176212,9186,749,1228,627,337,918,5199,1008,1182
"광산구","여자",189419,176976,12443,652,1251,561,912,916,9311,567,1255
"대전광역시","계",1437481,1345524,91957,7168,10468,4389,7526,8629,63151,6111,9420
"대전광역시","남자",711123,672279,38844,3773,5020,2127,1977,4204,22926,3691,4814
"대전광역시","여자",726358,673245,53113,3395,5448,2262,5549,4425,40225,2420,4606
"동구","계",232680,213726,18954,1610,2251,894,1448,1909,13421,1384,1818
"동구","남자",116014,107969,8045,852,1132,520,442,1000,4905,806,928
"동구","여자",116666,105757,10909,758,1119,374,1006,909,8516,578,890
"중구","계",236009,218127,17882,1204,1807,701,1492,1775,12357,902,1681
"중구","남자",115239,107637,7602,673,871,332,389,916,4549,532,884
"중구","여자",120770,110490,10280,531,936,369,1103,859,7808,370,797
"서구","계",460693,435481,25212,2127,3094,1270,2067,2243,17454,1537,2530
"서구","남자",223224,212797,10427,1054,1413,602,479,1078,6096,994,1245
"서구","여자",237469,222684,14785,1073,1681,668,1588,1165,11358,543,1285
"유성구","계",321722,306234,15488,1237,1787,829,1590,1547,9736,1009,1890
"유성구","남자",163645,156963,6682,701,909,361,430,656,3569,609,974
"유성구","여자",158077,149271,8806,536,878,468,1160,891,6167,400,916
"대덕구","계",186377,171956,14421,990,1529,695,929,1155,10183,1279,1501
"대덕구","남자",93001,86913,6088,493,695,312,237,554,3807,750,783
"대덕구","여자",93376,85043,8333,497,834,383,692,601,6376,529,718
"울산광역시","계",1069263,1014274,54989,4216,7356,2486,3480,4528,37938,3630,4867
"울산광역시","남자",545927,522890,23037,2193,3741,1360,921,2524,13440,2244,2278
"울산광역시","여자",523336,491384,31952,2023,3615,1126,2559,2004,24498,1386,2589
"동부","계",868853,827500,41353,3399,5778,1934,2468,3558,28595,2385,3839
"동부","남자",443654,426044,17610,1714,3058,1050,676,1950,10330,1533,1741
"동부","여자",425199,401456,23743,1685,2720,884,1792,1608,18265,852,2098
"읍부","계",137945,130701,7244,498,833,299,496,512,4957,592,551
"읍부","남자",70892,67876,3016,294,395,151,115,291,1743,385,308
"읍부","여자",67053,62825,4228,204,438,148,381,221,3214,207,243
"면부","계",62465,56073,6392,319,745,253,516,458,4386,653,477
"면부","남자",31381,28970,2411,185,288,159,130,283,1367,326,229
"면부","여자",31084,27103,3981,134,457,94,386,175,3019,327,248
"중구","계",220211,208178,12033,926,1600,529,689,1034,8487,547,1024
"중구","남자",110605,105544,5061,463,850,239,171,521,3075,338,477
"중구","여자",109606,102634,6972,463,750,290,518,513,5412,209,547
"남구","계",316123,301761,14362,1381,1910,588,826,1223,9984,703,1255
"남구","남자",159530,153365,6165,760,1001,353,252,763,3614,499,570
"남구","여자",156593,148396,8197,621,909,235,574,460,6370,204,685
"동구","계",159999,153344,6655,464,1013,347,440,630,4350,396,604
"동구","남자",85037,82123,2914,220,583,195,121,342,1592,261,254
"동구","여자",74962,71221,3741,244,430,152,319,288,2758,135,350
"북구","계",172520,164217,8303,628,1255,470,513,671,5774,739,956
"북구","남자",88482,85012,3470,271,624,263,132,324,2049,435,440
"북구","여자",84038,79205,4833,357,631,207,381,347,3725,304,516
"울주군","계",200410,186774,13636,817,1578,552,1012,970,9343,1245,1028
"울주군","남자",102273,96846,5427,479,683,310,245,574,3110,711,537
"울주군","여자",98137,89928,8209,338,895,242,767,396,6233,534,491
"세종특별자치시","계",185401,173336,12065,751,1286,451,553,708,8824,778,943
"세종특별자치시","남자",92317,87323,4994,348,674,248,110,361,3195,487,511
"세종특별자치시","여자",93084,86013,7071,403,612,203,443,347,5629,291,432
"동부","계",90017,87441,2576,259,363,96,124,177,1774,70,209
"동부","남자",43228,42126,1102,129,201,73,29,101,642,44,101
"동부","여자",46789,45315,1474,130,162,23,95,76,1132,26,108
"읍부","계",48712,44610,4102,180,320,53,68,177,3433,114,185
"읍부","남자",25067,23264,1803,108,192,36,20,89,1362,92,110
"읍부","여자",23645,21346,2299,72,128,17,48,88,2071,22,75
"면부","계",46672,41285,5387,312,603,302,361,354,3617,594,549
"면부","남자",24022,21933,2089,111,281,139,61,171,1191,351,300
"면부","여자",22650,19352,3298,201,322,163,300,183,2426,243,249
"세종시","계",185401,173336,12065,751,1286,451,553,708,8824,778,943
"세종시","남자",92317,87323,4994,348,674,248,110,361,3195,487,511
"세종시","여자",93084,86013,7071,403,612,203,443,347,5629,291,432
"경기도","계",11372038,10693250,678788,54950,81712,41501,64825,71785,465399,42490,63442
"경기도","남자",5634959,5354853,280106,28228,39527,20322,17654,35198,166549,25543,28641
"경기도","여자",5737079,5338397,398682,26722,42185,21179,47171,36587,298850,16947,34801
"동부","계",9452268,8925620,526648,43390,63086,30480,48373,53830,363273,30959,49134
"동부","남자",4655506,4438632,216874,22583,30508,15126,13207,26602,129131,18934,22199
"동부","여자",4796762,4486988,309774,20807,32578,15354,35166,27228,234142,12025,26935
"읍부","계",1145309,1070386,74923,6178,9342,4828,7088,7854,52186,5069,6027
"읍부","남자",576304,545396,30908,2971,4518,2312,1932,4021,18983,2702,2551
"읍부","여자",569005,524990,44015,3207,4824,2516,5156,3833,33203,2367,3476
"면부","계",774461,697244,77217,5382,9284,6193,9364,10101,49940,6462,8281
"면부","남자",403149,370825,32324,2674,4501,2884,2515,4575,18435,3907,3891
"면부","여자",371312,326419,44893,2708,4783,3309,6849,5526,31505,2555,4390
"수원시","계",1084201,1029268,54933,4255,6617,3102,4867,6040,37953,3000,5589
"수원시","남자",538437,515772,22665,2298,3229,1519,1245,2949,13493,1819,2335
"수원시","여자",545764,513496,32268,1957,3388,1583,3622,3091,24460,1181,3254
"장안구","계",277077,260095,16982,1273,2169,1090,1753,2298,11823,889,1512
"장안구","남자",137768,130851,6917,725,1127,537,521,1139,4067,556,672
"장안구","여자",139309,129244,10065,548,1042,553,1232,1159,7756,333,840
"권선구","계",317379,302306,15073,1245,1756,855,1227,1773,9565,817,1879
"권선구","남자",157081,150641,6440,661,782,346,321,854,3607,540,744
"권선구","여자",160298,151665,8633,584,974,509,906,919,5958,277,1135
"팔달구","계",182963,170911,12052,824,1209,605,1096,1147,9103,695,1169
"팔달구","남자",90161,85421,4740,461,558,303,231,479,3185,344,421
"팔달구","여자",92802,85490,7312,363,651,302,865,668,5918,351,748
"영통구","계",306782,295956,10826,913,1483,552,791,822,7462,599,1029
"영통구","남자",153427,148859,4568,451,762,333,172,477,2634,379,498
"영통구","여자",153355,147097,6258,462,721,219,619,345,4828,220,531
"성남시","계",878753,826697,52056,4069,6160,2556,4539,4802,36042,2931,5046
"성남시","남자",429200,408013,21187,2092,3004,1315,1206,2415,12386,1846,2320
"성남시","여자",449553,418684,30869,1977,3156,1241,3333,2387,23656,1085,2726
"수정구","계",203726,188621,15105,1230,1493,716,996,1321,10734,836,1549
"수정구","남자",101982,95703,6279,629,708,390,299,718,3859,518,706
"수정구","여자",101744,92918,8826,601,785,326,697,603,6875,318,843
"중원구","계",228080,212603,15477,1096,1703,652,1468,1480,10695,831,1442
"중원구","남자",113241,106841,6400,542,807,322,436,792,3782,562,735
"중원구","여자",114839,105762,9077,554,896,330,1032,688,6913,269,707
"분당구","계",446947,425473,21474,1743,2964,1188,2075,2001,14613,1264,2055
"분당구","남자",213977,205469,8508,921,1489,603,471,905,4745,766,879
"분당구","여자",232970,220004,12966,822,1475,585,1604,1096,9868,498,1176
"의정부시","계",394449,368655,25794,2339,2795,1875,2928,3470,17521,1437,2451
"의정부시","남자",191611,181281,10330,1148,1239,871,922,1598,6170,850,1037
"의정부시","여자",202838,187374,15464,1191,1556,1004,2006,1872,11351,587,1414
"안양시","계",545480,514211,31269,2636,3676,1641,2594,3332,21770,1361,2832
