"충청남도",청양군,2.98,9.48,32837,977,3113,1685,1428
"충청남도",홍성군,3.17,6.95,101570,3218,7056,4046,3010
"충청남도",예산군,3.40,8.65,80338,2729,6948,3860,3088
"충청남도",태안군,3.13,7.72,63932,2001,4933,2762,2171
"전라북도",소계,5.08,7.04,1864791,94639,131303,71443,59860
"전라북도",전주시,4.22,5.06,651744,27493,32993,18251,14742
"전라북도",군산시,4.85,6.43,277551,13459,17834,10188,7646
"전라북도",익산시,5.44,6.74,300479,16349,20252,11239,9013
"전라북도",정읍시,6.54,8.76,115173,7533,10084,5327,4757
"전라북도",남원시,6.58,9.33,84188,5537,7854,4246,3608
"전라북도",김제시,7.99,10.71,87782,7013,9399,4919,4480
"전라북도",완주군,4.87,8.28,95480,4652,7910,4327,3583
"전라북도",진안군,5.02,10.74,26069,1308,2800,1453,1347
"전라북도",무주군,4.52,10.05,24949,1127,2507,1325,1182
"전라북도",장수군,5.62,10.12,23628,1328,2392,1186,1206
"전라북도",임실군,5.52,10.69,30197,1668,3227,1694,1533
"전라북도",순창군,4.50,10.09,29949,1348,3022,1511,1511
"전라북도",고창군,4.64,9.50,60597,2811,5755,2953,2802
"전라북도",부안군,5.29,9.25,57005,3013,5274,2824,2450
"전라남도",소계,4.18,7.50,1896424,79196,142174,75681,66493
"전라남도",목포시,5.61,5.95,234379,13151,13952,7722,6230
"전라남도",여수시,3.75,6.30,286382,10748,18043,9910,8133
"전라남도",순천시,2.67,5.70,279331,7467,15915,8941,6974
"전라남도",나주시,4.16,7.89,110110,4577,8693,4585,4108
"전라남도",광양시,2.18,4.86,155857,3395,7574,4204,3370
"전라남도",담양군,4.14,8.62,47285,1956,4078,2183,1895
"전라남도",곡성군,5.31,11.03,30131,1600,3322,1662,1660
"전라남도",구례군,4.82,10.34,27525,1328,2846,1492,1354
"전라남도",고흥군,5.65,11.32,66736,3772,7553,3808,3745
"전라남도",보성군,5.35,10.37,43755,2342,4538,2327,2211
"전라남도",화순군,4.30,7.79,64680,2779,5037,2665,2372
"전라남도",장흥군,6.18,9.95,40136,2480,3993,1999,1994
"전라남도",강진군,5.45,9.34,36868,2008,3442,1719,1723
"전라남도",해남군,4.99,8.86,73604,3672,6519,3491,3028
"전라남도",영암군,3.80,8.56,55616,2114,4760,2493,2267
"전라남도",무안군,3.07,7.63,82872,2548,6326,3364,2962
"전라남도",함평군,4.86,11.17,34328,1669,3834,1901,1933
"전라남도",영광군,5.69,9.60,54774,3118,5258,2664,2594
"전라남도",장성군,4.92,9.11,46111,2267,4203,2248,1955
"전라남도",완도군,4.35,8.92,52109,2265,4648,2396,2252
"전라남도",진도군,6.18,10.16,31765,1964,3227,1605,1622
"전라남도",신안군,4.70,10.49,42070,1976,4413,2302,2111
"경상북도",소계,3.70,6.39,2700398,99822,172533,97542,74991
"경상북도",포항시,3.57,5.04,516775,18431,26064,15369,10695
"경상북도",경주시,3.34,6.15,259452,8662,15949,9190,6759
"경상북도",김천시,4.21,7.53,142256,5992,10717,5853,4864
"경상북도",안동시,4.73,8.15,168798,7979,13750,7551,6199
"경상북도",구미시,1.90,3.70,419891,7971,15554,9251,6303
"경상북도",영주시,5.26,7.52,109247,5746,8216,4608,3608
"경상북도",영천시,5.64,7.59,100521,5672,7628,4381,3247
"경상북도",상주시,3.88,8.76,101799,3953,8918,4805,4113
"경상북도",문경시,4.25,8.54,74702,3174,6377,3469,2908
"경상북도",경산시,3.09,5.29,258037,7963,13647,8038,5609
"경상북도",군위군,4.11,9.38,24171,993,2268,1221,1047
"경상북도",의성군,4.95,10.71,54014,2676,5785,3088,2697
"경상북도",청송군,4.56,9.97,26301,1199,2622,1414,1208
"경상북도",영양군,6.52,10.47,17713,1155,1854,987,867
"경상북도",영덕군,5.49,9.54,39052,2144,3727,1990,1737
"경상북도",청도군,4.43,9.24,43564,1929,4025,2090,1935
"경상북도",고령군,4.64,8.79,34257,1591,3010,1715,1295
"경상북도",성주군,4.30,8.27,45205,1945,3740,2122,1618
"경상북도",칠곡군,3.22,4.90,123199,3964,6035,3569,2466
"경상북도",예천군,4.95,10.57,46166,2286,4880,2572,2308
"경상북도",봉화군,4.82,9.30,33539,1618,3119,1696,1423
"경상북도",울진군,4.88,7.89,51738,2527,4084,2237,1847
"경상북도",울릉군,2.52,5.64,10001,252,564,326,238
"경상남도",소계,2.81,5.43,3380404,95027,183510,106280,77230
"경상남도",창원시,2.21,4.63,1057032,23361,48971,29137,19834
"경상남도",진주시,3.27,5.09,346681,11332,17631,10183,7448
"경상남도",통영시,3.81,5.54,135833,5169,7527,4298,3229
"경상남도",사천시,3.97,6.39,114252,4541,7306,4182,3124
"경상남도",김해시,2.70,4.42,532132,14355,23542,14394,9148
"경상남도",밀양시,4.47,8.05,107898,4818,8682,4815,3867
"경상남도",거제시,1.19,4.22,254073,3016,10733,6683,4050
"경상남도",양산시,2.44,4.44,338535,8255,15015,9054,5961
"경상남도",의령군,4.08,10.56,27849,1137,2942,1564,1378
"경상남도",함안군,3.30,7.47,68207,2252,5094,2853,2241
"경상남도",창녕군,4.17,8.19,64101,2674,5247,2868,2379
"경상남도",고성군,3.78,8.53,54060,2043,4611,2553,2058
"경상남도",남해군,4.08,10.06,44642,1820,4493,2321,2172
"경상남도",하동군,4.50,9.47,48831,2196,4622,2444,2178
"경상남도",산청군,4.37,9.70,36340,1589,3526,1796,1730
"경상남도",함양군,3.97,9.36,40175,1596,3761,1930,1831
"경상남도",거창군,4.33,8.02,62763,2715,5033,2734,2299
"경상남도",합천군,4.59,10.16,47000,2158,4774,2471,2303
"제주특별자치도",소계,3.23,5.17,678772,21937,35104,19256,15848
"제주특별자치도",제주시,3.14,4.91,492401,15462,24186,13323,10863
"제주특별자치도",서귀포시,3.47,5.86,186371,6475,10918,5933,4985
